NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,90,95,95,78,89
Infantil I Ciclo,35,37,55,61,89
Infantil II Ciclo,55,58,40,17,0
