NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,134,135,138,150,159
Educación Básica Obligatoria,100,98,99,111,118
Educación Infantil Especial,15,15,17,18,16
Programa Formación Transición Vida Adulta,19,22,22,21,25
