NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,177,174,237,265,275
Infantil II Ciclo,45,40,62,66,60
Primaria,132,134,162,173,175
Educación Básica Obligatoria,0,0,8,16,23
Educación Infantil Especial,0,0,5,10,17
