NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,585,599,592,628,620
Infantil I Ciclo,0,0,0,32,39
Infantil II Ciclo,195,208,194,193,181
Primaria,390,391,398,403,400
