NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,196,211,298,336,365
Infantil I Ciclo,0,0,38,36,41
Infantil II Ciclo,54,69,74,101,118
Primaria,142,142,182,194,194
Educación Básica Obligatoria,0,0,4,5,9
Educación Infantil Especial,0,0,0,0,3
