NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,452,425,420,439,423
Infantil I Ciclo,0,0,0,39,41
Infantil II Ciclo,140,123,115,110,114
Primaria,312,302,305,290,268
