NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,767,800,802,833,942
FP GM,172,181,207,209,245
FP GS,491,522,506,532,584
FPB,104,97,89,92,113
