NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,434,382,346,319,311
Infantil II Ciclo,97,73,77,75,83
Primaria,337,309,265,240,222
Educación Básica Obligatoria,0,0,4,4,6
