NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,315,532,647,765,923
ESO,0,144,301,428,591
Bachillerato,315,361,301,293,290
FP GM,0,27,45,44,42
