NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,215,212,264,258,249
Infantil I Ciclo,0,0,41,41,39
Infantil II Ciclo,69,68,70,65,61
Primaria,146,144,153,152,149
