NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1441,1471,1549,1641,1720
ESO,388,417,522,565,565
Bachillerato,116,110,108,111,109
FP GM,380,416,393,408,461
FP GS,472,433,438,470,495
FPB,85,95,88,87,90
