NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,590,605,699,705,678
ESO,455,472,543,530,525
Bachillerato,107,99,124,140,125
FPB,28,34,32,35,28
