NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,337,310,304,326,307
Infantil I Ciclo,0,0,0,31,42
Infantil II Ciclo,80,82,86,85,82
Primaria,257,228,218,210,183
