NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,531,526,518,548,526
Infantil I Ciclo,0,0,0,39,41
Infantil II Ciclo,169,166,135,126,118
Primaria,362,360,383,383,367
