id_education;cycle;year;total
28041381;fpb;2024-2025;28
28028337;total;2020-2021;553
28028337;total;2021-2022;526
28028337;total;2022-2023;492
28028337;total;2023-2024;462
28028337;total;2024-2025;439
28028337;infantil_ii_ciclo;2020-2021;167
28028337;infantil_ii_ciclo;2021-2022;148
28028337;infantil_ii_ciclo;2022-2023;140
28028337;infantil_ii_ciclo;2023-2024;130
28028337;infantil_ii_ciclo;2024-2025;120
28028337;primaria;2020-2021;386
28028337;primaria;2021-2022;378
28028337;primaria;2022-2023;352
28028337;primaria;2023-2024;332
28028337;primaria;2024-2025;319
28035366;total;2020-2021;409
28035366;total;2021-2022;420
28035366;total;2022-2023;419
28035366;total;2023-2024;405
28035366;total;2024-2025;394
28035366;infantil_ii_ciclo;2020-2021;124
28035366;infantil_ii_ciclo;2021-2022;130
28035366;infantil_ii_ciclo;2022-2023;131
28035366;infantil_ii_ciclo;2023-2024;110
28035366;infantil_ii_ciclo;2024-2025;100
28035366;primaria;2020-2021;285
28035366;primaria;2021-2022;290
28035366;primaria;2022-2023;288
28035366;primaria;2023-2024;295
28035366;primaria;2024-2025;294
28021461;total;2020-2021;597
28021461;total;2021-2022;565
28021461;total;2022-2023;570
28021461;total;2023-2024;560
28021461;total;2024-2025;536
28021461;infantil_ii_ciclo;2020-2021;189
28021461;infantil_ii_ciclo;2021-2022;169
28021461;infantil_ii_ciclo;2022-2023;169
28021461;infantil_ii_ciclo;2023-2024;149
28021461;infantil_ii_ciclo;2024-2025;142
28021461;primaria;2020-2021;408
28021461;primaria;2021-2022;396
28021461;primaria;2022-2023;401
28021461;primaria;2023-2024;411
28021461;primaria;2024-2025;394
28043582;total;2020-2021;75
28043582;total;2021-2022;77
28043582;total;2022-2023;76
28043582;total;2023-2024;70
28043582;total;2024-2025;77
28043582;infantil_i_ciclo;2020-2021;75
28043582;infantil_i_ciclo;2021-2022;77
28043582;infantil_i_ciclo;2022-2023;76
28043582;infantil_i_ciclo;2023-2024;70
28043582;infantil_i_ciclo;2024-2025;77
28002737;total;2020-2021;138
28002737;total;2021-2022;132
28002737;total;2022-2023;136
28002737;total;2023-2024;140
28002737;total;2024-2025;141
28002737;infantil_ii_ciclo;2020-2021;33
28002737;infantil_ii_ciclo;2021-2022;35
28002737;infantil_ii_ciclo;2022-2023;43
28002737;infantil_ii_ciclo;2023-2024;42
28002737;infantil_ii_ciclo;2024-2025;41
28002737;primaria;2020-2021;105
28002737;primaria;2021-2022;97
28002737;primaria;2022-2023;93
28002737;primaria;2023-2024;98
28002737;primaria;2024-2025;100
28082137;total;2024-2025;174
28082137;infantil_i_ciclo;2024-2025;174
28020582;total;2020-2021;471
28020582;total;2021-2022;443
28020582;total;2022-2023;459
28020582;total;2023-2024;489
28020582;total;2024-2025;492
28020582;eso;2020-2021;313
28020582;eso;2021-2022;284
28020582;eso;2022-2023;323
28020582;eso;2023-2024;359
28020582;eso;2024-2025;360
28020582;bachillerato;2020-2021;158
28020582;bachillerato;2021-2022;159
28020582;bachillerato;2022-2023;136
28020582;bachillerato;2023-2024;130
28020582;bachillerato;2024-2025;132
28069182;total;2020-2021;223
28069182;total;2021-2022;211
28069182;total;2022-2023;200
28069182;total;2023-2024;199
28069182;total;2024-2025;198
28069182;infantil_ii_ciclo;2020-2021;74
28069182;infantil_ii_ciclo;2021-2022;64
28069182;infantil_ii_ciclo;2022-2023;61
28069182;infantil_ii_ciclo;2023-2024;56
28069182;infantil_ii_ciclo;2024-2025;52
28069182;primaria;2020-2021;149
28069182;primaria;2021-2022;147
28069182;primaria;2022-2023;139
28069182;primaria;2023-2024;143
28069182;primaria;2024-2025;146
28043031;total;2020-2021;578
28043031;total;2021-2022;582
28043031;total;2022-2023;571
28043031;total;2023-2024;591
28043031;total;2024-2025;575
28043031;infantil_ii_ciclo;2020-2021;223
28043031;infantil_ii_ciclo;2021-2022;201
28043031;infantil_ii_ciclo;2022-2023;189
28043031;infantil_ii_ciclo;2023-2024;176
28043031;infantil_ii_ciclo;2024-2025;164
28043031;primaria;2020-2021;355
28043031;primaria;2021-2022;381
28043031;primaria;2022-2023;382
28043031;primaria;2023-2024;415
28043031;primaria;2024-2025;411
28028684;total;2020-2021;730
28028684;total;2021-2022;746
28028684;total;2022-2023;835
28028684;total;2023-2024;809
28028684;total;2024-2025;830
28028684;eso;2020-2021;474
28028684;eso;2021-2022;482
28028684;eso;2022-2023;547
28028684;eso;2023-2024;498
28028684;eso;2024-2025;455
28028684;bachillerato;2020-2021;190
28028684;bachillerato;2021-2022;185
28028684;bachillerato;2022-2023;172
28028684;bachillerato;2023-2024;171
28028684;bachillerato;2024-2025;189
28028684;fp_gm;2020-2021;0
28028684;fp_gm;2021-2022;24
28028684;fp_gm;2022-2023;52
28028684;fp_gm;2023-2024;73
28028684;fp_gm;2024-2025;103
28028684;fp_gs;2020-2021;29
28028684;fp_gs;2021-2022;21
28028684;fp_gs;2022-2023;29
28028684;fp_gs;2023-2024;31
28028684;fp_gs;2024-2025;40
28028684;fpb;2020-2021;37
28028684;fpb;2021-2022;34
28028684;fpb;2022-2023;35
28028684;fpb;2023-2024;36
28028684;fpb;2024-2025;43
28064317;total;2020-2021;104
28064317;total;2021-2022;111
28064317;total;2022-2023;108
28064317;total;2023-2024;109
28064317;total;2024-2025;113
28064317;infantil_i_ciclo;2020-2021;104
28064317;infantil_i_ciclo;2021-2022;111
28064317;infantil_i_ciclo;2022-2023;108
28064317;infantil_i_ciclo;2023-2024;109
28064317;infantil_i_ciclo;2024-2025;113
28066272;total;2020-2021;6
28066272;total;2021-2022;10
28066272;total;2022-2023;12
28066272;total;2023-2024;11
28066272;total;2024-2025;8
28066272;infantil_i_ciclo;2020-2021;6
28066272;infantil_i_ciclo;2021-2022;10
28066272;infantil_i_ciclo;2022-2023;12
28066272;infantil_i_ciclo;2023-2024;11
28066272;infantil_i_ciclo;2024-2025;8
28033515;total;2020-2021;202
28033515;total;2021-2022;194
28033515;total;2022-2023;184
28033515;total;2023-2024;208
28033515;total;2024-2025;234
28033515;educación_básica_obligatoria;2020-2021;154
28033515;educación_básica_obligatoria;2021-2022;144
28033515;educación_básica_obligatoria;2022-2023;141
28033515;educación_básica_obligatoria;2023-2024;142
28033515;educación_básica_obligatoria;2024-2025;142
28033515;educación_infantil_especial;2020-2021;10
28033515;educación_infantil_especial;2021-2022;7
28033515;educación_infantil_especial;2022-2023;0
28033515;educación_infantil_especial;2023-2024;23
28033515;educación_infantil_especial;2024-2025;24
28033515;programa_formación_transición_vida_adulta;2020-2021;38
28033515;programa_formación_transición_vida_adulta;2021-2022;43
28033515;programa_formación_transición_vida_adulta;2022-2023;43
28033515;programa_formación_transición_vida_adulta;2023-2024;43
28033515;programa_formación_transición_vida_adulta;2024-2025;68
28069169;total;2020-2021;931
28069169;total;2021-2022;927
28069169;total;2022-2023;913
28069169;total;2023-2024;957
28069169;total;2024-2025;959
28069169;infantil_ii_ciclo;2020-2021;292
28069169;infantil_ii_ciclo;2021-2022;281
28069169;infantil_ii_ciclo;2022-2023;261
28069169;infantil_ii_ciclo;2023-2024;227
28069169;infantil_ii_ciclo;2024-2025;179
28069169;primaria;2020-2021;639
28069169;primaria;2021-2022;646
28069169;primaria;2022-2023;652
28069169;primaria;2023-2024;626
28069169;primaria;2024-2025;604
28069169;eso;2020-2021;0
28069169;eso;2021-2022;0
28069169;eso;2022-2023;0
28069169;eso;2023-2024;104
28069169;eso;2024-2025;176
28031464;total;2020-2021;244
28031464;total;2021-2022;250
28031464;total;2022-2023;246
28031464;total;2023-2024;216
28031464;total;2024-2025;210
28031464;infantil_ii_ciclo;2020-2021;71
28031464;infantil_ii_ciclo;2021-2022;75
28031464;infantil_ii_ciclo;2022-2023;70
28031464;infantil_ii_ciclo;2023-2024;66
28031464;infantil_ii_ciclo;2024-2025;61
28031464;primaria;2020-2021;173
28031464;primaria;2021-2022;175
28031464;primaria;2022-2023;176
28031464;primaria;2023-2024;150
28031464;primaria;2024-2025;149
28043958;total;2020-2021;66
28043958;total;2021-2022;67
28043958;total;2022-2023;62
28043958;total;2023-2024;63
28043958;total;2024-2025;57
28043958;infantil_i_ciclo;2020-2021;66
28043958;infantil_i_ciclo;2021-2022;67
28043958;infantil_i_ciclo;2022-2023;62
28043958;infantil_i_ciclo;2023-2024;63
28043958;infantil_i_ciclo;2024-2025;57
28039992;total;2020-2021;713
28039992;total;2021-2022;690
28039992;total;2022-2023;736
28039992;total;2023-2024;730
28039992;total;2024-2025;705
28039992;eso;2020-2021;474
28039992;eso;2021-2022;480
28039992;eso;2022-2023;506
28039992;eso;2023-2024;532
28039992;eso;2024-2025;506
28039992;bachillerato;2020-2021;239
28039992;bachillerato;2021-2022;210
28039992;bachillerato;2022-2023;230
28039992;bachillerato;2023-2024;198
28039992;bachillerato;2024-2025;199
28073124;total;2020-2021;145
28073124;total;2021-2022;158
28073124;total;2022-2023;154
28073124;total;2023-2024;152
28073124;total;2024-2025;148
28073124;infantil_i_ciclo;2020-2021;145
28073124;infantil_i_ciclo;2021-2022;158
28073124;infantil_i_ciclo;2022-2023;154
28073124;infantil_i_ciclo;2023-2024;152
28073124;infantil_i_ciclo;2024-2025;148
28035603;total;2020-2021;429
28035603;total;2021-2022;425
28035603;total;2022-2023;402
28035603;total;2023-2024;382
28035603;total;2024-2025;359
28035603;infantil_ii_ciclo;2020-2021;138
28035603;infantil_ii_ciclo;2021-2022;134
28035603;infantil_ii_ciclo;2022-2023;108
28035603;infantil_ii_ciclo;2023-2024;101
28035603;infantil_ii_ciclo;2024-2025;77
28035603;primaria;2020-2021;291
28035603;primaria;2021-2022;291
28035603;primaria;2022-2023;294
28035603;primaria;2023-2024;281
28035603;primaria;2024-2025;282
28037028;total;2020-2021;493
28037028;total;2021-2022;665
28037028;total;2022-2023;947
28037028;total;2023-2024;1118
28037028;total;2024-2025;1301
28037028;fp_gm;2020-2021;149
28037028;fp_gm;2021-2022;313
28037028;fp_gm;2022-2023;514
28037028;fp_gm;2023-2024;600
28037028;fp_gm;2024-2025;702
28037028;fp_gs;2020-2021;308
28037028;fp_gs;2021-2022;317
28037028;fp_gs;2022-2023;394
28037028;fp_gs;2023-2024;471
28037028;fp_gs;2024-2025;535
28037028;fpb;2020-2021;36
28037028;fpb;2021-2022;35
28037028;fpb;2022-2023;39
28037028;fpb;2023-2024;47
28037028;fpb;2024-2025;64
28010497;total;2020-2021;438
28010497;total;2021-2022;438
28010497;total;2022-2023;454
28010497;total;2023-2024;446
28010497;total;2024-2025;435
28010497;infantil_ii_ciclo;2020-2021;145
28010497;infantil_ii_ciclo;2021-2022;146
28010497;infantil_ii_ciclo;2022-2023;144
28010497;infantil_ii_ciclo;2023-2024;138
28010497;infantil_ii_ciclo;2024-2025;128
28010497;primaria;2020-2021;293
28010497;primaria;2021-2022;292
28010497;primaria;2022-2023;310
28010497;primaria;2023-2024;308
28010497;primaria;2024-2025;307
28043971;total;2020-2021;110
28043971;total;2021-2022;114
28043971;total;2022-2023;116
28043971;total;2023-2024;111
28043971;total;2024-2025;113
28043971;infantil_i_ciclo;2020-2021;110
28043971;infantil_i_ciclo;2021-2022;114
28043971;infantil_i_ciclo;2022-2023;116
28043971;infantil_i_ciclo;2023-2024;111
28043971;infantil_i_ciclo;2024-2025;113
28073859;total;2020-2021;567
28073859;total;2021-2022;603
28073859;total;2022-2023;671
28073859;total;2023-2024;740
28073859;total;2024-2025;796
28073859;eso;2020-2021;355
28073859;eso;2021-2022;440
28073859;eso;2022-2023;538
28073859;eso;2023-2024;583
28073859;eso;2024-2025;563
28073859;bachillerato;2020-2021;212
28073859;bachillerato;2021-2022;163
28073859;bachillerato;2022-2023;133
28073859;bachillerato;2023-2024;157
28073859;bachillerato;2024-2025;233
28044011;total;2020-2021;39
28044011;total;2021-2022;40
28044011;total;2022-2023;40
28044011;total;2023-2024;39
28044011;total;2024-2025;59
28044011;infantil_i_ciclo;2020-2021;39
28044011;infantil_i_ciclo;2021-2022;40
28044011;infantil_i_ciclo;2022-2023;40
28044011;infantil_i_ciclo;2023-2024;39
28044011;infantil_i_ciclo;2024-2025;59
28019464;total;2020-2021;828
28019464;total;2021-2022;814
28019464;total;2022-2023;827
28019464;total;2023-2024;842
28019464;total;2024-2025;872
28019464;eso;2020-2021;550
28019464;eso;2021-2022;564
28019464;eso;2022-2023;627
28019464;eso;2023-2024;645
28019464;eso;2024-2025;643
28019464;bachillerato;2020-2021;278
28019464;bachillerato;2021-2022;250
28019464;bachillerato;2022-2023;200
28019464;bachillerato;2023-2024;197
28019464;bachillerato;2024-2025;229
28021306;total;2020-2021;178
28021306;total;2021-2022;180
28021306;total;2022-2023;182
28021306;total;2023-2024;203
28021306;total;2024-2025;214
28021306;infantil_i_ciclo;2020-2021;0
28021306;infantil_i_ciclo;2021-2022;0
28021306;infantil_i_ciclo;2022-2023;0
28021306;infantil_i_ciclo;2023-2024;42
28021306;infantil_i_ciclo;2024-2025;41
28021306;infantil_ii_ciclo;2020-2021;63
28021306;infantil_ii_ciclo;2021-2022;55
28021306;infantil_ii_ciclo;2022-2023;59
28021306;infantil_ii_ciclo;2023-2024;45
28021306;infantil_ii_ciclo;2024-2025;53
28021306;primaria;2020-2021;115
28021306;primaria;2021-2022;125
28021306;primaria;2022-2023;123
28021306;primaria;2023-2024;116
28021306;primaria;2024-2025;120
28047083;total;2020-2021;33
28047083;total;2021-2022;36
28047083;total;2022-2023;34
28047083;total;2023-2024;34
28047083;total;2024-2025;36
28047083;infantil_i_ciclo;2020-2021;33
28047083;infantil_i_ciclo;2021-2022;36
28047083;infantil_i_ciclo;2022-2023;34
28047083;infantil_i_ciclo;2023-2024;34
28047083;infantil_i_ciclo;2024-2025;36
28058809;total;2020-2021;82
28058809;total;2021-2022;105
28058809;total;2022-2023;102
28058809;total;2023-2024;104
28058809;total;2024-2025;113
28058809;infantil_i_ciclo;2020-2021;82
28058809;infantil_i_ciclo;2021-2022;105
28058809;infantil_i_ciclo;2022-2023;102
28058809;infantil_i_ciclo;2023-2024;104
28058809;infantil_i_ciclo;2024-2025;113
28042851;total;2020-2021;585
28042851;total;2021-2022;599
28042851;total;2022-2023;592
28042851;total;2023-2024;628
28042851;total;2024-2025;620
28042851;infantil_i_ciclo;2020-2021;0
28042851;infantil_i_ciclo;2021-2022;0
28042851;infantil_i_ciclo;2022-2023;0
28042851;infantil_i_ciclo;2023-2024;32
28042851;infantil_i_ciclo;2024-2025;39
28042851;infantil_ii_ciclo;2020-2021;195
28042851;infantil_ii_ciclo;2021-2022;208
28042851;infantil_ii_ciclo;2022-2023;194
28042851;infantil_ii_ciclo;2023-2024;193
28042851;infantil_ii_ciclo;2024-2025;181
28042851;primaria;2020-2021;390
28042851;primaria;2021-2022;391
28042851;primaria;2022-2023;398
28042851;primaria;2023-2024;403
28042851;primaria;2024-2025;400
28068074;total;2020-2021;37
28068074;total;2021-2022;45
28068074;total;2022-2023;57
28068074;total;2023-2024;78
28068074;total;2024-2025;78
28068074;infantil_i_ciclo;2020-2021;37
28068074;infantil_i_ciclo;2021-2022;45
28068074;infantil_i_ciclo;2022-2023;57
28068074;infantil_i_ciclo;2023-2024;78
28068074;infantil_i_ciclo;2024-2025;78
28032420;total;2020-2021;425
28032420;total;2021-2022;428
28032420;total;2022-2023;419
28032420;total;2023-2024;409
28032420;total;2024-2025;383
28032420;infantil_ii_ciclo;2020-2021;144
28032420;infantil_ii_ciclo;2021-2022;144
28032420;infantil_ii_ciclo;2022-2023;127
28032420;infantil_ii_ciclo;2023-2024;127
28032420;infantil_ii_ciclo;2024-2025;98
28032420;primaria;2020-2021;281
28032420;primaria;2021-2022;284
28032420;primaria;2022-2023;292
28032420;primaria;2023-2024;282
28032420;primaria;2024-2025;285
28049092;total;2020-2021;109
28049092;total;2021-2022;111
28049092;total;2022-2023;112
28049092;total;2023-2024;106
28049092;total;2024-2025;110
28049092;infantil_i_ciclo;2020-2021;109
28049092;infantil_i_ciclo;2021-2022;111
28049092;infantil_i_ciclo;2022-2023;112
28049092;infantil_i_ciclo;2023-2024;106
28049092;infantil_i_ciclo;2024-2025;110
28047915;total;2020-2021;97
28047915;total;2021-2022;97
28047915;total;2022-2023;97
28047915;total;2023-2024;92
28047915;total;2024-2025;95
28047915;infantil_i_ciclo;2020-2021;97
28047915;infantil_i_ciclo;2021-2022;97
28047915;infantil_i_ciclo;2022-2023;97
28047915;infantil_i_ciclo;2023-2024;92
28047915;infantil_i_ciclo;2024-2025;95
28001940;total;2020-2021;418
28001940;total;2021-2022;398
28001940;total;2022-2023;387
28001940;total;2023-2024;353
28001940;total;2024-2025;339
28001940;infantil_ii_ciclo;2020-2021;123
28001940;infantil_ii_ciclo;2021-2022;110
28001940;infantil_ii_ciclo;2022-2023;97
28001940;infantil_ii_ciclo;2023-2024;73
28001940;infantil_ii_ciclo;2024-2025;84
28001940;primaria;2020-2021;295
28001940;primaria;2021-2022;288
28001940;primaria;2022-2023;290
28001940;primaria;2023-2024;280
28001940;primaria;2024-2025;255
28066065;total;2020-2021;93
28066065;total;2021-2022;79
28066065;total;2022-2023;113
28066065;total;2023-2024;92
28066065;total;2024-2025;90
28066065;eso;2020-2021;27
28066065;eso;2021-2022;11
28066065;eso;2022-2023;33
28066065;eso;2023-2024;26
28066065;eso;2024-2025;18
28066065;fpb;2020-2021;60
28066065;fpb;2021-2022;59
28066065;fpb;2022-2023;72
28066065;fpb;2023-2024;65
28066065;fpb;2024-2025;64
28066065;programas_profesionales_modalidad_general;2020-2021;6
28066065;programas_profesionales_modalidad_general;2021-2022;9
28066065;programas_profesionales_modalidad_general;2022-2023;8
28066065;programas_profesionales_modalidad_general;2023-2024;1
28066065;programas_profesionales_modalidad_general;2024-2025;8
28058160;total;2020-2021;100
28058160;total;2021-2022;106
28058160;total;2022-2023;107
28058160;total;2023-2024;75
28058160;total;2024-2025;105
28058160;infantil_i_ciclo;2020-2021;100
28058160;infantil_i_ciclo;2021-2022;106
28058160;infantil_i_ciclo;2022-2023;107
28058160;infantil_i_ciclo;2023-2024;75
28058160;infantil_i_ciclo;2024-2025;105
28045131;total;2020-2021;253
28045131;total;2021-2022;216
28045131;total;2022-2023;252
28045131;total;2023-2024;229
28045131;total;2024-2025;223
28045131;infantil_i_ciclo;2020-2021;0
28045131;infantil_i_ciclo;2021-2022;0
28045131;infantil_i_ciclo;2022-2023;36
28045131;infantil_i_ciclo;2023-2024;40
28045131;infantil_i_ciclo;2024-2025;38
28045131;infantil_ii_ciclo;2020-2021;51
28045131;infantil_ii_ciclo;2021-2022;41
28045131;infantil_ii_ciclo;2022-2023;48
28045131;infantil_ii_ciclo;2023-2024;52
28045131;infantil_ii_ciclo;2024-2025;50
28045131;primaria;2020-2021;202
28045131;primaria;2021-2022;175
28045131;primaria;2022-2023;168
28045131;primaria;2023-2024;137
28045131;primaria;2024-2025;135
28049079;total;2020-2021;108
28049079;total;2021-2022;113
28049079;total;2022-2023;108
28049079;total;2023-2024;113
28049079;total;2024-2025;112
28049079;infantil_i_ciclo;2020-2021;108
28049079;infantil_i_ciclo;2021-2022;113
28049079;infantil_i_ciclo;2022-2023;108
28049079;infantil_i_ciclo;2023-2024;113
28049079;infantil_i_ciclo;2024-2025;112
28006020;total;2020-2021;409
28006020;total;2021-2022;411
28006020;total;2022-2023;378
28006020;total;2023-2024;356
28006020;total;2024-2025;360
28006020;infantil_ii_ciclo;2020-2021;145
28006020;infantil_ii_ciclo;2021-2022;141
28006020;infantil_ii_ciclo;2022-2023;119
28006020;infantil_ii_ciclo;2023-2024;98
28006020;infantil_ii_ciclo;2024-2025;94
28006020;primaria;2020-2021;264
28006020;primaria;2021-2022;270
28006020;primaria;2022-2023;259
28006020;primaria;2023-2024;258
28006020;primaria;2024-2025;266
28033931;total;2020-2021;415
28033931;total;2021-2022;424
28033931;total;2022-2023;435
28033931;total;2023-2024;414
28033931;total;2024-2025;422
28033931;infantil_ii_ciclo;2020-2021;121
28033931;infantil_ii_ciclo;2021-2022;131
28033931;infantil_ii_ciclo;2022-2023;138
28033931;infantil_ii_ciclo;2023-2024;128
28033931;infantil_ii_ciclo;2024-2025;122
28033931;primaria;2020-2021;294
28033931;primaria;2021-2022;293
28033931;primaria;2022-2023;297
28033931;primaria;2023-2024;286
28033931;primaria;2024-2025;300
28046376;total;2020-2021;283
28046376;total;2021-2022;273
28046376;total;2022-2023;295
28046376;total;2023-2024;320
28046376;total;2024-2025;390
28046376;fp_gm;2020-2021;137
28046376;fp_gm;2021-2022;134
28046376;fp_gm;2022-2023;161
28046376;fp_gm;2023-2024;177
28046376;fp_gm;2024-2025;207
28046376;fp_gs;2020-2021;146
28046376;fp_gs;2021-2022;139
28046376;fp_gs;2022-2023;134
28046376;fp_gs;2023-2024;136
28046376;fp_gs;2024-2025;166
28046376;fpb;2020-2021;0
28046376;fpb;2021-2022;0
28046376;fpb;2022-2023;0
28046376;fpb;2023-2024;7
28046376;fpb;2024-2025;17
28025014;total;2020-2021;1135
28025014;total;2021-2022;1216
28025014;total;2022-2023;1170
28025014;total;2023-2024;1241
28025014;total;2024-2025;1293
28025014;eso;2020-2021;604
28025014;eso;2021-2022;600
28025014;eso;2022-2023;593
28025014;eso;2023-2024;593
28025014;eso;2024-2025;562
28025014;bachillerato;2020-2021;192
28025014;bachillerato;2021-2022;194
28025014;bachillerato;2022-2023;177
28025014;bachillerato;2023-2024;203
28025014;bachillerato;2024-2025;205
28025014;fp_gm;2020-2021;128
28025014;fp_gm;2021-2022;152
28025014;fp_gm;2022-2023;135
28025014;fp_gm;2023-2024;135
28025014;fp_gm;2024-2025;173
28025014;fp_gs;2020-2021;59
28025014;fp_gs;2021-2022;81
28025014;fp_gs;2022-2023;80
28025014;fp_gs;2023-2024;107
28025014;fp_gs;2024-2025;128
28025014;fpb;2020-2021;152
28025014;fpb;2021-2022;189
28025014;fpb;2022-2023;185
28025014;fpb;2023-2024;203
28025014;fpb;2024-2025;225
28045086;total;2020-2021;392
28045086;total;2021-2022;383
28045086;total;2022-2023;385
28045086;total;2023-2024;386
28045086;total;2024-2025;388
28045086;infantil_ii_ciclo;2020-2021;125
28045086;infantil_ii_ciclo;2021-2022;128
28045086;infantil_ii_ciclo;2022-2023;123
28045086;infantil_ii_ciclo;2023-2024;124
28045086;infantil_ii_ciclo;2024-2025;123
28045086;primaria;2020-2021;267
28045086;primaria;2021-2022;255
28045086;primaria;2022-2023;262
28045086;primaria;2023-2024;262
28045086;primaria;2024-2025;265
28047691;total;2020-2021;68
28047691;total;2021-2022;71
28047691;total;2022-2023;67
28047691;total;2023-2024;71
28047691;total;2024-2025;72
28047691;infantil_i_ciclo;2020-2021;68
28047691;infantil_i_ciclo;2021-2022;71
28047691;infantil_i_ciclo;2022-2023;67
28047691;infantil_i_ciclo;2023-2024;71
28047691;infantil_i_ciclo;2024-2025;72
28018381;total;2020-2021;845
28018381;total;2021-2022;818
28018381;total;2022-2023;834
28018381;total;2023-2024;820
28018381;total;2024-2025;825
28018381;eso;2020-2021;373
28018381;eso;2021-2022;352
28018381;eso;2022-2023;397
28018381;eso;2023-2024;393
28018381;eso;2024-2025;386
28018381;bachillerato;2020-2021;344
28018381;bachillerato;2021-2022;345
28018381;bachillerato;2022-2023;332
28018381;bachillerato;2023-2024;333
28018381;bachillerato;2024-2025;343
28018381;fp_gm;2020-2021;41
28018381;fp_gm;2021-2022;39
28018381;fp_gm;2022-2023;30
28018381;fp_gm;2023-2024;31
28018381;fp_gm;2024-2025;30
28018381;fp_gs;2020-2021;87
28018381;fp_gs;2021-2022;82
28018381;fp_gs;2022-2023;75
28018381;fp_gs;2023-2024;63
28018381;fp_gs;2024-2025;66
28031075;total;2020-2021;494
28031075;total;2021-2022;455
28031075;total;2022-2023;437
28031075;total;2023-2024;416
28031075;total;2024-2025;381
28031075;infantil_ii_ciclo;2020-2021;138
28031075;infantil_ii_ciclo;2021-2022;120
28031075;infantil_ii_ciclo;2022-2023;97
28031075;infantil_ii_ciclo;2023-2024;82
28031075;infantil_ii_ciclo;2024-2025;70
28031075;primaria;2020-2021;356
28031075;primaria;2021-2022;335
28031075;primaria;2022-2023;340
28031075;primaria;2023-2024;334
28031075;primaria;2024-2025;311
28029160;total;2020-2021;407
28029160;total;2021-2022;384
28029160;total;2022-2023;396
28029160;total;2023-2024;378
28029160;total;2024-2025;331
28029160;infantil_i_ciclo;2020-2021;0
28029160;infantil_i_ciclo;2021-2022;0
28029160;infantil_i_ciclo;2022-2023;42
28029160;infantil_i_ciclo;2023-2024;41
28029160;infantil_i_ciclo;2024-2025;40
28029160;infantil_ii_ciclo;2020-2021;127
28029160;infantil_ii_ciclo;2021-2022;107
28029160;infantil_ii_ciclo;2022-2023;82
28029160;infantil_ii_ciclo;2023-2024;66
28029160;infantil_ii_ciclo;2024-2025;68
28029160;primaria;2020-2021;280
28029160;primaria;2021-2022;277
28029160;primaria;2022-2023;272
28029160;primaria;2023-2024;271
28029160;primaria;2024-2025;223
28047861;total;2020-2021;64
28047861;total;2021-2022;65
28047861;total;2022-2023;63
28047861;total;2023-2024;65
28047861;total;2024-2025;65
28047861;infantil_i_ciclo;2020-2021;64
28047861;infantil_i_ciclo;2021-2022;65
28047861;infantil_i_ciclo;2022-2023;63
28047861;infantil_i_ciclo;2023-2024;65
28047861;infantil_i_ciclo;2024-2025;65
28026535;total;2020-2021;557
28026535;total;2021-2022;558
28026535;total;2022-2023;553
28026535;total;2023-2024;509
28026535;total;2024-2025;506
28026535;infantil_ii_ciclo;2020-2021;173
28026535;infantil_ii_ciclo;2021-2022;149
28026535;infantil_ii_ciclo;2022-2023;145
28026535;infantil_ii_ciclo;2023-2024;127
28026535;infantil_ii_ciclo;2024-2025;119
28026535;primaria;2020-2021;384
28026535;primaria;2021-2022;409
28026535;primaria;2022-2023;408
28026535;primaria;2023-2024;382
28026535;primaria;2024-2025;387
28033886;total;2020-2021;454
28033886;total;2021-2022;441
28033886;total;2022-2023;430
28033886;total;2023-2024;423
28033886;total;2024-2025;424
28033886;infantil_ii_ciclo;2020-2021;154
28033886;infantil_ii_ciclo;2021-2022;144
28033886;infantil_ii_ciclo;2022-2023;137
28033886;infantil_ii_ciclo;2023-2024;127
28033886;infantil_ii_ciclo;2024-2025;121
28033886;primaria;2020-2021;300
28033886;primaria;2021-2022;297
28033886;primaria;2022-2023;293
28033886;primaria;2023-2024;296
28033886;primaria;2024-2025;303
28018356;total;2020-2021;801
28018356;total;2021-2022;811
28018356;total;2022-2023;758
28018356;total;2023-2024;777
28018356;total;2024-2025;788
28018356;eso;2020-2021;416
28018356;eso;2021-2022;409
28018356;eso;2022-2023;419
28018356;eso;2023-2024;469
28018356;eso;2024-2025;430
28018356;bachillerato;2020-2021;385
28018356;bachillerato;2021-2022;402
28018356;bachillerato;2022-2023;339
28018356;bachillerato;2023-2024;308
28018356;bachillerato;2024-2025;358
28072831;total;2020-2021;15
28072831;total;2021-2022;15
28072831;total;2022-2023;15
28072831;total;2023-2024;15
28072831;total;2024-2025;15
28072831;infantil_i_ciclo;2020-2021;15
28072831;infantil_i_ciclo;2021-2022;15
28072831;infantil_i_ciclo;2022-2023;15
28072831;infantil_i_ciclo;2023-2024;15
28072831;infantil_i_ciclo;2024-2025;15
28046558;total;2020-2021;638
28046558;total;2021-2022;669
28046558;total;2022-2023;692
28046558;total;2023-2024;730
28046558;total;2024-2025;734
28046558;eso;2020-2021;443
28046558;eso;2021-2022;444
28046558;eso;2022-2023;438
28046558;eso;2023-2024;442
28046558;eso;2024-2025;436
28046558;bachillerato;2020-2021;146
28046558;bachillerato;2021-2022;144
28046558;bachillerato;2022-2023;148
28046558;bachillerato;2023-2024;158
28046558;bachillerato;2024-2025;170
28046558;fp_gm;2020-2021;49
