id_municipality,municipality_name,total_centers,total_population_0_19,population_0-4,population_5-9,population_10-14,population_15-19,infantil_i_ciclo_capacity,infantil_i_ciclo_plazas_estimadas,infantil_i_ciclo_max_matriculados,infantil_i_ciclo_solicitudes,infantil_i_ciclo_admitidos,infantil_i_ciclo_num_centers,infantil_i_ciclo_centers_names,infantil_ii_ciclo_capacity,infantil_ii_ciclo_plazas_estimadas,infantil_ii_ciclo_max_matriculados,infantil_ii_ciclo_solicitudes,infantil_ii_ciclo_admitidos,infantil_ii_ciclo_num_centers,infantil_ii_ciclo_centers_names,primaria_capacity,primaria_plazas_estimadas,primaria_max_matriculados,primaria_solicitudes,primaria_admitidos,primaria_num_centers,primaria_centers_names,eso_capacity,eso_plazas_estimadas,eso_max_matriculados,eso_solicitudes,eso_admitidos,eso_num_centers,eso_centers_names,infantil_i_ciclo_estimated_need,infantil_i_ciclo_coverage_ratio,infantil_i_ciclo_is_covered,infantil_i_ciclo_deficit,infantil_ii_ciclo_estimated_need,infantil_ii_ciclo_coverage_ratio,infantil_ii_ciclo_is_covered,infantil_ii_ciclo_deficit,primaria_estimated_need,primaria_coverage_ratio,primaria_is_covered,primaria_deficit,eso_estimated_need,eso_coverage_ratio,eso_is_covered,eso_deficit,total_estimated_need,total_capacity,overall_coverage_ratio,cycles_with_need,cycles_covered,coverage_percentage,is_fully_covered,total_deficit,cycles_with_access,access_percentage,access_classification,has_basic_education,has_mandatory_education,missing_cycles
28030,La Cabrera,5,589,106,123,170,190,81,27.0,81,80,74,3,"El Cancionero, La Cabrera, La Cabrera",70,23.333333333333332,70,22,21,1,Pico de la Miel,153,25.5,153,3,26.333333333333332,1,Pico de la Miel,543,135.75,543,103,101,1,De la Cabrera,63.6,1.2735849056603774,True,0.0,67.0,1.044776119402985,True,0.0,166.4,0.9194711538461539,False,13.400000000000006,140.0,3.8785714285714286,True,0.0,437.0,847,1.9382151029748285,4,3,75.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28104,Paracuellos de Jarama,10,8112,1151,2122,2723,2116,519,173.0,519,555,518,6,"Garabatos, Virgen de la Ribera Fund. Hnos. Pi Meco, Daganzo, Santiago Apóstol, Soletes, Paso a Pasito",490,163.33333333333331,490,137,112,3,"Andrea Casamayor, Virgen de la Ribera Fund. Hnos. Pi Meco, Las Navas de Tolosa",1246,207.66666666666669,1246,41,151.0,3,"Andrea Casamayor, Virgen de la Ribera Fund. Hnos. Pi Meco, Las Navas de Tolosa",1045,261.25,1045,239,175,2,"Simone Veil, Adolfo Suárez",690.6,0.7515204170286707,False,171.60000000000002,884.8,0.5537974683544304,False,394.79999999999995,2786.8,0.44710779388546,False,1540.8000000000002,2057.0,0.5080213903743316,False,1012.0,6419.200000000001,3300,0.5140827517447657,4,0,0.0,False,3119.2000000000007,4,100.0,Acceso Completo,True,True,[]
28026,Brunete,5,2518,405,560,724,829,120,40.0,120,143,124,2,"Pimpón, Prado Alto",222,74.0,222,48,45,2,"Batalla de Brunete, Ágora",568,94.66666666666666,568,14,77.0,2,"Batalla de Brunete, Ágora",466,116.5,466,96,91,1,Alfonso Moreno,243.0,0.49382716049382713,False,123.0,274.0,0.8102189781021898,False,52.0,737.6,0.7700650759219089,False,169.60000000000002,600.2,0.7764078640453181,False,134.20000000000005,1854.8,1376,0.7418589605348286,4,0,0.0,False,478.79999999999995,4,100.0,Acceso Completo,True,True,[]
28902,Puentes Viejas,4,153,23,35,55,40,64,21.333333333333336,64,71,66,2,"Buitrago de Lozoya, Lozoyuela",178,59.333333333333336,178,52,52,2,"Peñalta, CRA de Lozoyuela",414,69.0,414,5,59.0,2,"Peñalta, CRA de Lozoyuela",96,24.0,96,1,0,1,Peñalta,13.8,4.63768115942029,True,0.0,16.2,10.987654320987655,True,0.0,50.0,8.28,True,0.0,41.0,2.341463414634146,True,0.0,121.0,752,6.214876033057851,4,4,100.0,True,0.0,4,100.0,Acceso Completo,True,True,[]
28083,Meco,4,3725,691,887,1025,1122,54,18.0,54,0,0,1,Cascabel,310,103.33333333333334,310,88,88,2,"Gloria Fuertes, San Sebastián",707,117.83333333333333,707,29,111.33333333333334,2,"Gloria Fuertes, San Sebastián",548,137.0,548,132,116,1,Gaspar Sanz,414.6,0.13024602026049203,False,360.6,453.79999999999995,0.6831203173204056,False,143.79999999999995,1119.6,0.6314755269739193,False,412.5999999999999,839.4,0.652847271860853,False,291.4,2827.4,1619,0.572610879253024,4,0,0.0,False,1208.4,4,100.0,Acceso Completo,True,True,[]
28181,Villaviciosa de Odón,7,5887,872,1206,1578,2231,349,116.33333333333334,349,336,290,4,"María Luisa Gefaell, Gandhi, Antusana, Juan Farias",344,114.66666666666666,344,78,75,3,"Laura García Noblejas y Brunet, Gandhi, Hermanos García Noblejas",751,125.16666666666669,751,12,96.66666666666667,3,"Laura García Noblejas y Brunet, Gandhi, Hermanos García Noblejas",512,128.0,512,125,110,1,Calatalifa,523.2,0.6670489296636085,False,174.20000000000005,590.0,0.5830508474576271,False,246.0,1596.0,0.4705513784461153,False,845.0,1393.0,0.36755204594400576,False,881.0,4102.2,1956,0.4768173175369314,4,0,0.0,False,2146.2,4,100.0,Acceso Completo,True,True,[]
28182,Villavieja del Lozoya,2,55,17,15,9,14,19,6.333333333333333,19,24,23,1,Villavieja de Lozoya,92,30.666666666666668,92,22,22,1,Peñalta,208,34.666666666666664,208,2,30.333333333333332,1,Peñalta,96,24.0,96,1,0,1,Peñalta,10.2,1.8627450980392157,True,0.0,9.8,9.387755102040815,True,0.0,15.6,13.333333333333334,True,0.0,8.2,11.707317073170733,True,0.0,43.8,415,9.47488584474886,4,4,100.0,True,0.0,4,100.0,Acceso Completo,True,True,[]
28062,Garganta de los Montes,5,42,8,12,11,11,46,15.333333333333332,46,50,47,2,"El Cancionero, Lozoyuela",178,59.333333333333336,178,52,52,2,"Peñalta, CRA de Lozoyuela",414,69.0,414,5,59.0,2,"Peñalta, CRA de Lozoyuela",639,159.75,639,104,101,2,"Peñalta, De la Cabrera",4.8,9.583333333333334,True,0.0,5.6,31.78571428571429,True,0.0,14.0,29.571428571428573,True,0.0,8.8,72.61363636363636,True,0.0,33.2,1277,38.463855421686745,4,4,100.0,True,0.0,4,100.0,Acceso Completo,True,True,[]
28091,Morata de Tajuña,2,1653,318,408,465,462,0,0.0,0,0,0,0,Ninguno,209,69.66666666666667,209,54,54,1,Claudio Vázquez,489,81.5,489,3,70.33333333333333,1,Claudio Vázquez,436,109.0,436,84,84,1,Vega del Tajuña,190.8,0.0,False,190.8,208.8,1.0009578544061302,True,0.0,512.4,0.9543325526932085,False,23.399999999999977,371.4,1.1739364566505117,True,0.0,1283.4,1134,0.8835904628330995,4,2,50.0,False,149.4000000000001,3,75.0,Acceso Bueno,True,True,['infantil_i_ciclo']
28157,Valdelaguna,6,211,47,45,56,63,25,8.333333333333334,25,19,19,1,Valdelaguna,349,116.33333333333333,349,100,99,3,"Hermanos Ortiz de Zárate, Belmonte de Tajo, Apis Aurelia",832,138.66666666666669,832,8,110.66666666666666,3,"Hermanos Ortiz de Zárate, Belmonte de Tajo, Apis Aurelia",721,180.25,721,161,155,2,"Carpe Diem, Carpe Diem Colmenar Oreja",28.2,0.8865248226950355,False,3.1999999999999993,27.8,12.553956834532373,True,0.0,58.4,14.246575342465754,True,0.0,46.2,15.606060606060606,True,0.0,160.60000000000002,1927,11.998754669987544,4,3,75.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28164,Valdetorres de Jarama,1,1016,178,245,276,317,0,0.0,0,0,0,0,Ninguno,116,38.666666666666664,116,20,18,1,Jesús Aramburu,218,36.333333333333336,218,3,32.0,1,Jesús Aramburu,149,37.25,149,2,2,1,Jesús Aramburu,106.8,0.0,False,106.8,120.2,0.9650582362728786,False,4.200000000000003,306.4,0.7114882506527416,False,88.39999999999998,229.0,0.6506550218340611,False,80.0,762.4,483,0.6335257082896117,4,0,0.0,False,279.4,3,75.0,Acceso Bueno,True,True,['infantil_i_ciclo']
28055,Estremera,3,246,52,55,70,69,23,7.666666666666667,23,18,16,1,Los Enanitos,43,14.333333333333334,43,18,18,1,Carlos Ruiz,105,17.5,105,4,18.333333333333336,1,Carlos Ruiz,601,150.25,601,134,134,1,Villarejo de Salvanés,31.2,0.7371794871794872,False,8.2,31.8,1.3522012578616351,True,0.0,72.0,1.4583333333333333,True,0.0,55.8,10.770609318996417,True,0.0,190.8,772,4.046121593291405,4,3,75.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28171,Villa del Prado,3,1559,332,379,422,426,95,31.666666666666668,95,100,84,1,La Liebre y La Tortuga,202,67.33333333333333,202,62,61,1,Ntra. Sra. de la Poveda,466,77.66666666666667,466,2,66.0,1,Ntra. Sra. de la Poveda,350,87.5,350,80,75,1,Maestro Juan María Leonet,199.2,0.4769076305220884,False,104.19999999999999,208.60000000000002,0.9683604985618407,False,6.600000000000023,472.0,0.9872881355932204,False,6.0,338.4,1.0342789598108748,True,0.0,1218.1999999999998,1113,0.9136430799540307,4,1,25.0,False,105.19999999999982,4,100.0,Acceso Completo,True,True,[]
28178,Villanueva de Perales,2,369,64,94,103,108,0,0.0,0,0,0,0,Ninguno,82,27.333333333333336,82,22,22,2,"Cristo de la Campana, San Miguel",208,34.666666666666664,208,4,28.333333333333332,2,"Cristo de la Campana, San Miguel",117,29.25,117,13,13,1,San Miguel,38.4,0.0,False,38.4,44.400000000000006,1.8468468468468466,True,0.0,116.4,1.7869415807560136,True,0.0,83.4,1.4028776978417266,True,0.0,282.6,407,1.4401981599433828,4,3,75.0,False,0.0,3,75.0,Acceso Bueno,True,True,['infantil_i_ciclo']
28166,Valverde de Alcalá,4,99,27,22,21,29,13,4.333333333333333,13,15,12,1,El Sauce Llorón,120,40.0,120,38,38,1,Gregorio Canella,289,48.166666666666664,289,18,57.666666666666664,1,Gregorio Canella,1229,307.25,1229,298,291,2,"Senda Galiana, Don Pelayo",16.2,0.8024691358024691,False,3.1999999999999993,15.200000000000001,7.894736842105263,True,0.0,26.0,11.115384615384615,True,0.0,18.4,66.79347826086958,True,0.0,75.8,1651,21.781002638522427,4,3,75.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28165,Valdilecha,1,704,149,177,194,184,0,0.0,0,0,0,0,Ninguno,117,39.0,117,33,33,1,Miguel de Cervantes,243,40.5,243,1,38.666666666666664,1,Miguel de Cervantes,189,47.25,189,4,4,1,Miguel de Cervantes,89.4,0.0,False,89.4,95.0,1.231578947368421,True,0.0,219.2,1.1085766423357666,True,0.0,153.2,1.2336814621409922,True,0.0,556.8,549,0.9859913793103449,4,3,75.0,False,7.7999999999999545,3,75.0,Acceso Bueno,True,True,['infantil_i_ciclo']
28159,Valdemaqueda,3,148,24,36,39,49,9,3.0,9,11,11,1,Valdemaqueda,81,27.0,81,22,22,1,Ntra. Sra. de Navahonda,195,32.5,195,1,28.0,1,Ntra. Sra. de Navahonda,210,52.5,210,45,45,1,Sabino Fernández Campo,14.4,0.625,False,5.4,16.8,4.821428571428571,True,0.0,44.4,4.391891891891892,True,0.0,33.2,6.325301204819277,True,0.0,108.8,495,4.549632352941177,4,3,75.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28016,El Atazar,5,16,1,5,3,7,12,4.0,12,13,13,1,El Cervatillo Dormilón,178,59.333333333333336,178,52,52,2,"Peñalta, CRA de Lozoyuela",414,69.0,414,5,59.0,2,"Peñalta, CRA de Lozoyuela",1034,258.5,1034,172,169,3,"Peñalta, De la Cabrera, Alto Jarama",0.6,20.0,True,0.0,1.4,127.14285714285715,True,0.0,5.2,79.61538461538461,True,0.0,3.2,323.125,True,0.0,10.4,1638,157.5,4,4,100.0,True,0.0,4,100.0,Acceso Completo,True,True,[]
28075,Loeches,5,2232,376,556,629,671,103,34.333333333333336,103,106,95,1,El Columpio,268,89.33333333333334,268,56,48,3,"Charles Dickens, Conde Duque de Olivares, Duque de Alba",606,101.0,606,17,93.0,3,"Charles Dickens, Conde Duque de Olivares, Duque de Alba",458,114.5,458,98,97,1,Marie Curie,225.6,0.45656028368794327,False,122.6,261.6,1.0244648318042813,True,0.0,696.4,0.8701895462377944,False,90.39999999999998,511.59999999999997,0.8952306489444879,False,53.599999999999966,1695.1999999999998,1435,0.8465077866918359,4,1,25.0,False,260.1999999999998,4,100.0,Acceso Completo,True,True,[]
28018,Becerril de la Sierra,2,1370,249,342,344,435,74,24.666666666666668,74,81,75,1,Becerril de la Sierra Nº 1,105,35.0,105,21,21,1,Juan Ramón Jiménez,274,45.666666666666664,274,7,37.0,1,Juan Ramón Jiménez,207,51.75,207,3,3,1,Juan Ramón Jiménez,149.4,0.49531459170013387,False,75.4,168.0,0.625,False,63.0,411.20000000000005,0.6663424124513618,False,137.20000000000005,293.4,0.7055214723926381,False,86.39999999999998,1022.0,660,0.6457925636007827,4,0,0.0,False,362.0,4,100.0,Acceso Completo,True,True,[]
28124,Robledillo de la Jara,4,24,5,7,3,9,12,4.0,12,13,13,1,El Cervatillo Dormilón,178,59.333333333333336,178,52,52,2,"Peñalta, CRA de Lozoyuela",414,69.0,414,5,59.0,2,"Peñalta, CRA de Lozoyuela",639,159.75,639,104,101,2,"Peñalta, De la Cabrera",3.0,4.0,True,0.0,3.4,52.35294117647059,True,0.0,6.8,60.88235294117647,True,0.0,3.6,177.5,True,0.0,16.8,1243,73.98809523809524,4,4,100.0,True,0.0,4,100.0,Acceso Completo,True,True,[]
28174,Villamanta,3,573,115,143,165,150,39,13.0,39,42,40,1,La Estación,101,33.66666666666667,101,30,30,2,"San Dámaso, San Miguel",250,41.666666666666664,250,5,38.0,2,"San Dámaso, San Miguel",117,29.25,117,13,13,1,San Miguel,69.0,0.5652173913043478,False,30.0,74.6,1.353887399463807,True,0.0,180.4,1.3858093126385809,True,0.0,129.0,0.9069767441860465,False,12.0,453.0,507,1.119205298013245,4,2,50.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28108,Pedrezuela,4,1548,304,426,458,360,36,12.0,36,35,32,1,Los Sueños,218,72.66666666666667,218,54,51,2,"San Miguel, Santa Ana",429,71.5,429,18,73.0,2,"San Miguel, Santa Ana",684,171.0,684,173,161,1,Cortes de Cádiz,182.4,0.19736842105263158,False,146.4,206.8,1.0541586073500966,True,0.0,524.0,0.8187022900763359,False,95.0,346.8,1.972318339100346,True,0.0,1260.0,1367,1.0849206349206348,4,2,50.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28082,Manzanares El Real,5,2096,338,565,600,593,194,64.66666666666667,194,235,203,3,"Colmenar VIejo, Becerril de la Sierra Nº 1, Manzanares El Real Nº 1",164,54.666666666666664,164,38,37,1,Virgen de la Peña Sacra,388,64.66666666666667,388,8,56.666666666666664,1,Virgen de la Peña Sacra,646,161.5,646,164,149,1,Sierra de Guadarrama,202.8,0.9566074950690335,False,8.800000000000011,248.2,0.660757453666398,False,84.19999999999999,692.0,0.5606936416184971,False,304.0,478.6,1.3497701629753447,True,0.0,1621.6,1392,0.8584114454859398,4,1,25.0,False,229.5999999999999,4,100.0,Acceso Completo,True,True,[]
28163,Valdepiélagos,2,102,18,24,30,30,10,3.3333333333333335,10,13,11,1,Valdepiélagos,166,55.333333333333336,166,41,39,1,Sansueña,358,59.666666666666664,358,6,55.0,1,Sansueña,210,52.5,210,6,3,1,Sansueña,10.8,0.9259259259259258,False,0.8000000000000007,12.0,13.833333333333334,True,0.0,31.2,11.474358974358974,True,0.0,24.0,8.75,True,0.0,78.0,744,9.538461538461538,4,3,75.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28158,Valdemanco,3,209,33,50,67,59,22,7.333333333333333,22,23,22,1,El Cancionero,73,24.333333333333332,73,10,10,1,Montelindo,173,28.833333333333332,173,2,19.333333333333332,1,Montelindo,543,135.75,543,103,101,1,De la Cabrera,19.8,1.1111111111111112,True,0.0,23.2,3.146551724137931,True,0.0,66.8,2.589820359281437,True,0.0,52.0,10.442307692307692,True,0.0,161.8,811,5.012360939431397,4,4,100.0,True,0.0,4,100.0,Acceso Completo,True,True,[]
28004,El Álamo,3,2279,470,560,591,658,113,37.666666666666664,113,113,104,1,Pasemisí,180,60.0,180,57,51,1,El Álamo,403,67.16666666666667,403,16,71.33333333333334,1,El Álamo,319,79.75,319,64,63,1,El Álamo,282.0,0.40070921985815605,False,169.0,300.0,0.6,False,120.0,684.4,0.5888369374634717,False,281.4,486.20000000000005,0.6561085972850678,False,167.20000000000005,1752.6000000000001,1015,0.5791395640762296,4,0,0.0,False,737.6000000000001,4,100.0,Acceso Completo,True,True,[]
28008,Aldea del Fresno,3,726,162,177,190,197,42,14.0,42,55,46,1,A Chupé,176,58.66666666666667,176,57,56,2,"Santo Ángel de la Guarda, Ntra. Sra. de Fátima",386,64.33333333333334,386,11,58.66666666666667,2,"Santo Ángel de la Guarda, Ntra. Sra. de Fátima",163,40.75,163,23,23,1,Santo Ángel de la Guarda,97.2,0.43209876543209874,False,55.2,100.19999999999999,1.756487025948104,True,0.0,217.6,1.7738970588235294,True,0.0,153.4,1.0625814863102998,True,0.0,568.4,767,1.3494018296973962,4,3,75.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28064,Gascones,3,49,13,9,16,11,59,19.666666666666668,59,68,64,2,"Buitrago de Lozoya, Villavieja de Lozoya",92,30.666666666666668,92,22,22,1,Peñalta,208,34.666666666666664,208,2,30.333333333333332,1,Peñalta,96,24.0,96,1,0,1,Peñalta,7.8,7.564102564102564,True,0.0,7.0,13.142857142857142,True,0.0,13.600000000000001,15.294117647058822,True,0.0,11.8,8.135593220338983,True,0.0,40.2,455,11.318407960199004,4,4,100.0,True,0.0,4,100.0,Acceso Completo,True,True,[]
28131,San Lorenzo de El Escorial,7,3667,579,840,1056,1192,172,57.333333333333336,172,183,153,3,"Monte Abantos, Colorín Colorete, Trébol",247,82.33333333333333,247,65,52,2,"Antoniorrobles, San Lorenzo",719,119.83333333333333,719,20,79.0,3,"Padre Antonio Soler, Antoniorrobles, San Lorenzo",691,172.75,691,151,139,2,"Padre Antonio Soler, Juan de Herrera",347.4,0.4951065054691998,False,175.39999999999998,399.6,0.6181181181181181,False,152.60000000000002,1094.4,0.6569809941520467,False,375.4000000000001,872.0,0.7924311926605505,False,181.0,2713.4,1829,0.6740620623571902,4,0,0.0,False,884.4000000000001,4,100.0,Acceso Completo,True,True,[]
28180,Villarejo de Salvanés,4,1688,300,414,456,518,95,31.666666666666664,95,83,81,2,"El Arbol, El Castillo",139,46.333333333333336,139,40,40,1,Ntra. Sra. de la Victoria,282,47.0,282,2,44.666666666666664,1,Ntra. Sra. de la Victoria,601,150.25,601,134,134,1,Villarejo de Salvanés,180.0,0.5277777777777778,False,85.0,202.8,0.685404339250493,False,63.80000000000001,513.6,0.5490654205607476,False,231.60000000000002,377.20000000000005,1.5933191940615057,True,0.0,1273.6000000000001,1117,0.877041457286432,4,1,25.0,False,156.60000000000014,4,100.0,Acceso Completo,True,True,[]
28078,Madarcos,2,9,2,1,3,3,14,4.666666666666667,14,14,14,1,Montejo de la Sierra,92,30.666666666666668,92,22,22,1,Peñalta,208,34.666666666666664,208,2,30.333333333333332,1,Peñalta,96,24.0,96,1,0,1,Peñalta,1.2,11.666666666666668,True,0.0,1.0,92.0,True,0.0,2.0,104.0,True,0.0,2.4,40.0,True,0.0,6.6,410,62.121212121212125,4,4,100.0,True,0.0,4,100.0,Acceso Completo,True,True,[]
28054,El Escorial,5,3208,590,742,918,958,166,55.333333333333336,166,210,166,2,"El Hada Traga Manzanas, La Dehesa",143,47.666666666666664,143,36,36,1,Padre Gerardo Gil,433,72.16666666666667,433,59,102.33333333333334,1,Felipe II,436,109.0,436,119,111,1,El Escorial,354.0,0.4689265536723164,False,188.0,384.4,0.37200832466181066,False,241.39999999999998,960.8,0.45066611157368863,False,527.8,742.4,0.5872844827586207,False,306.4,2441.6,1178,0.4824705111402359,4,0,0.0,False,1263.6,4,100.0,Acceso Completo,True,True,[]
28031,Cadalso de los Vidrios,2,598,111,156,172,159,36,12.0,36,36,36,1,Atrapasueños,81,27.0,81,21,21,1,Eugenio Muro,183,30.5,183,3,30.0,1,Eugenio Muro,172,43.0,172,7,7,1,Eugenio Muro,66.6,0.5405405405405406,False,30.599999999999994,75.6,1.0714285714285716,True,0.0,193.6,0.9452479338842975,False,10.599999999999994,135.0,1.2740740740740741,True,0.0,470.79999999999995,472,1.0025488530161428,4,2,50.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28021,El Berrueco,3,148,24,47,49,28,0,0.0,0,0,0,0,Ninguno,156,52.0,156,52,51,2,"CRA de Lozoyuela, Pico de la Miel",359,59.833333333333336,359,6,55.0,2,"CRA de Lozoyuela, Pico de la Miel",543,135.75,543,103,101,1,De la Cabrera,14.4,0.0,False,14.4,19.0,8.210526315789474,True,0.0,57.2,6.276223776223776,True,0.0,35.0,15.514285714285714,True,0.0,125.6,1058,8.423566878980893,4,3,75.0,False,0.0,3,75.0,Acceso Bueno,True,True,['infantil_i_ciclo']
28033,Campo Real,3,1494,309,409,396,380,68,22.666666666666668,68,71,69,1,Campo Real Nº 1,171,57.0,171,44,44,1,Miguel Delibes,346,57.666666666666664,346,1,50.666666666666664,1,Miguel Delibes,278,69.5,278,55,53,1,La Poveda Campo Real,185.4,0.3667745415318231,False,117.4,205.39999999999998,0.8325219084712756,False,34.39999999999998,485.6,0.7125205930807248,False,139.60000000000002,313.6,0.8864795918367346,False,35.60000000000002,1190.0,863,0.7252100840336134,4,0,0.0,False,327.0,4,100.0,Acceso Completo,True,True,[]
28015,Arroyomolinos,10,11317,2126,3236,3347,2608,264,88.0,264,369,272,2,"Campanilla, Luna Lunera",1225,408.33333333333337,1225,370,302,5,"Averroes, Las Castañeras, Francisco de Orellana, Legazpi, El Torreón",2761,460.16666666666663,2761,121,392.0,5,"Averroes, Las Castañeras, Francisco de Orellana, Legazpi, El Torreón",1741,435.25,1741,395,324,3,"Nuevo en Arroyomolinos 3, Gabriela Mistral, Gonzalo Chacón",1275.6,0.20696142991533398,False,1011.5999999999999,1497.6,0.8179754273504274,False,272.5999999999999,3927.6000000000004,0.7029738262552194,False,1166.6000000000004,2529.8,0.68819669539094,False,788.8000000000002,9230.6,5991,0.6490368990098152,4,0,0.0,False,3239.6000000000004,4,100.0,Acceso Completo,True,True,[]
28066,Griñón,5,2345,356,534,709,746,258,86.0,258,267,246,3,"Las Golondrinas, Sol y Luna, El Trébol",177,59.0,177,38,37,1,Garcilaso de la Vega,466,77.66666666666667,466,11,48.333333333333336,1,Garcilaso de la Vega,542,135.5,542,127,101,1,Griñón,213.6,1.2078651685393258,True,0.0,249.2,0.7102728731942215,False,72.19999999999999,710.8,0.6555993247045583,False,244.79999999999995,574.5999999999999,0.9432648799164638,False,32.59999999999991,1748.1999999999998,1443,0.8254204324448005,4,1,25.0,False,305.1999999999998,4,100.0,Acceso Completo,True,True,[]
28027,Buitrago del Lozoya,2,409,65,95,129,120,40,13.333333333333334,40,44,41,1,Buitrago de Lozoya,92,30.666666666666668,92,22,22,1,Peñalta,208,34.666666666666664,208,2,30.333333333333332,1,Peñalta,96,24.0,96,1,0,1,Peñalta,39.0,1.0256410256410255,True,0.0,45.0,2.0444444444444443,True,0.0,127.6,1.6300940438871474,True,0.0,101.4,0.9467455621301775,False,5.400000000000006,313.0,436,1.3929712460063899,4,3,75.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28170,Villaconejos,3,707,138,159,197,213,0,0.0,0,0,0,0,Ninguno,104,34.666666666666664,104,38,38,1,Concepción García Robles,227,37.833333333333336,227,2,34.0,1,Concepción García Robles,721,180.25,721,161,155,2,"Carpe Diem, Carpe Diem Colmenar Oreja",82.8,0.0,False,82.8,87.0,1.1954022988505748,True,0.0,206.0,1.1019417475728155,True,0.0,160.8,4.483830845771144,True,0.0,536.6,1052,1.960491986582184,4,3,75.0,False,0.0,3,75.0,Acceso Bueno,True,True,['infantil_i_ciclo']
28160,Valdemorillo,3,3100,550,701,893,956,131,43.666666666666664,131,132,126,1,Las Meninas,211,70.33333333333333,211,74,73,1,Juan Falcó,462,77.0,462,9,79.33333333333333,1,Juan Falcó,523,130.75,523,123,123,1,Valmayor,330.0,0.396969696969697,False,199.0,360.2,0.5857856746252083,False,149.2,918.0,0.5032679738562091,False,456.0,727.0,0.71939477303989,False,204.0,2335.2,1327,0.5682596779719082,4,0,0.0,False,1008.1999999999998,4,100.0,Acceso Completo,True,True,[]
28122,Ribatejada,6,158,27,43,38,50,17,5.666666666666667,17,21,20,1,Los Duendes,266,88.66666666666666,266,67,65,3,"Jesús Aramburu, San Pedro Apostol, Martína García",573,95.5,573,12,85.66666666666667,3,"Jesús Aramburu, San Pedro Apostol, Martína García",1285,321.25,1285,241,185,4,"Jesús Aramburu, Al - Satt, Gustavo Adolfo Bécquer, Martína García",16.2,1.0493827160493827,True,0.0,19.4,13.711340206185568,True,0.0,49.599999999999994,11.552419354838712,True,0.0,32.8,39.176829268292686,True,0.0,117.99999999999999,2141,18.144067796610173,4,4,100.0,True,0.0,4,100.0,Acceso Completo,True,True,[]
28024,Braojos,3,24,7,4,5,8,59,19.666666666666668,59,68,64,2,"Buitrago de Lozoya, Villavieja de Lozoya",92,30.666666666666668,92,22,22,1,Peñalta,208,34.666666666666664,208,2,30.333333333333332,1,Peñalta,96,24.0,96,1,0,1,Peñalta,4.2,14.047619047619047,True,0.0,3.5999999999999996,25.555555555555557,True,0.0,5.2,40.0,True,0.0,4.6,20.869565217391305,True,0.0,17.6,455,25.852272727272727,4,4,100.0,True,0.0,4,100.0,Acceso Completo,True,True,[]
28151,Torrelaguna,5,1031,173,241,294,323,87,29.0,87,77,75,3,"Torremocha de Jarama, Torrelaguna, Torrelaguna (Programa de Casa de Niños)",130,43.333333333333336,130,42,42,1,Cardenal Cisneros,306,51.0,306,12,44.0,1,Cardenal Cisneros,395,98.75,395,68,68,1,Alto Jarama,103.8,0.838150289017341,False,16.799999999999997,117.4,1.1073253833049403,True,0.0,310.4,0.9858247422680413,False,4.399999999999977,241.0,1.6390041493775933,True,0.0,772.5999999999999,918,1.1881957028216414,4,2,50.0,False,0.0,4,100.0,Acceso Completo,True,True,[]
28002,Ajalvir,3,975,168,219,264,324,164,54.66666666666667,164,202,160,2,"La Espiga, Daganzo",123,41.0,123,28,28,1,San Blas,358,59.666666666666664,358,5,37.0,1,San Blas,273,68.25,273,2,2,1,San Blas,100.8,1.626984126984127,True,0.0,111.0,1.1081081081081081,True,0.0,280.79999999999995,1.2749287749287752,True,0.0,223.2,1.2231182795698925,True,0.0,715.8,918,1.2824811399832357,4,4,100.0,True,0.0,4,100.0,Acceso Completo,True,True,[]
28009,Algete,12,4772,854,1081,1338,1499,236,78.66666666666667,236,269,243,3,"Pasacalles, Garabatos, El Principito",564,188.0,564,171,142,7,"Valderrey, Padre Jerónimo, Jonathan Galea, Virgen de Valderrabe, Pedro Muñoz Seca, Santo Domingo, Obispo Moscoso",1344,224.0,1344,86,180.33333333333334,7,"Valderrey, Padre Jerónimo, Jonathan Galea, Virgen de Valderrabe, Pedro Muñoz Seca, Santo Domingo, Obispo Moscoso",1089,272.25,1089,264,195,3,"Al - Satt, Santo Domingo, Gustavo Adolfo Bécquer",512.4,0.4605776736924278,False,276.4,557.8,1.011115095016135,True,0.0,1400.0,0.96,False,56.0,1102.6,0.9876655178668602,False,13.599999999999909,3572.7999999999997,3233,0.9048925212718317,4,1,25.0,False,339.7999999999997,4,100.0,Acceso Completo,True,True,[]
