municipality_id;cycle;analysis_year;capacity;estimated_places;max_enrolled;applications;admitted;num_centers;centers_names;estimated_need;coverage_ratio;is_covered;deficit
28075;infantil_i_ciclo;2022-2023;103;34.333333333333336;103;106;95;1;El Columpio;225.6;0.45656028368794327;False;122.6
28075;infantil_ii_ciclo;2022-2023;268;89.33333333333334;268;56;48;3;Charles Dickens, Conde Duque de Olivares, Duque de Alba;261.6;1.0244648318042813;True;0.0
28075;primaria;2022-2023;606;101.0;606;17;93.0;3;Charles Dickens, Conde Duque de Olivares, Duque de Alba;696.4;0.8701895462377944;False;90.39999999999998
28075;eso;2022-2023;458;114.5;458;98;97;1;Marie Curie;511.59999999999997;0.8952306489444879;False;53.599999999999966
28018;infantil_i_ciclo;2022-2023;74;24.666666666666668;74;81;75;1;Becerril de la Sierra Nº 1;149.4;0.49531459170013387;False;75.4
28018;infantil_ii_ciclo;2022-2023;105;35.0;105;21;21;1;Juan Ramón Jiménez;168.0;0.625;False;63.0
28018;primaria;2022-2023;274;45.666666666666664;274;7;37.0;1;Juan Ramón Jiménez;411.20000000000005;0.6663424124513618;False;137.20000000000005
28018;eso;2022-2023;207;51.75;207;3;3;1;Juan Ramón Jiménez;293.4;0.7055214723926381;False;86.39999999999998
28124;infantil_i_ciclo;2022-2023;12;4.0;12;13;13;1;El Cervatillo Dormilón;3.0;4.0;True;0.0
28124;infantil_ii_ciclo;2022-2023;178;59.333333333333336;178;52;52;2;Peñalta, CRA de Lozoyuela;3.4;52.35294117647059;True;0.0
28124;primaria;2022-2023;414;69.0;414;5;59.0;2;Peñalta, CRA de Lozoyuela;6.8;60.88235294117647;True;0.0
28124;eso;2022-2023;639;159.75;639;104;101;2;Peñalta, De la Cabrera;3.6;177.5;True;0.0
28174;infantil_i_ciclo;2022-2023;39;13.0;39;42;40;1;La Estación;69.0;0.5652173913043478;False;30.0
28174;infantil_ii_ciclo;2022-2023;101;33.66666666666667;101;30;30;2;San Dámaso, San Miguel;74.6;1.353887399463807;True;0.0
28174;primaria;2022-2023;250;41.666666666666664;250;5;38.0;2;San Dámaso, San Miguel;180.4;1.3858093126385809;True;0.0
28174;eso;2022-2023;117;29.25;117;13;13;1;San Miguel;129.0;0.9069767441860465;False;12.0
28108;infantil_i_ciclo;2022-2023;36;12.0;36;35;32;1;Los Sueños;182.4;0.19736842105263158;False;146.4
28108;infantil_ii_ciclo;2022-2023;218;72.66666666666667;218;54;51;2;San Miguel, Santa Ana;206.8;1.0541586073500966;True;0.0
28108;primaria;2022-2023;429;71.5;429;18;73.0;2;San Miguel, Santa Ana;524.0;0.8187022900763359;False;95.0
28108;eso;2022-2023;684;171.0;684;173;161;1;Cortes de Cádiz;346.8;1.972318339100346;True;0.0
28082;infantil_i_ciclo;2022-2023;194;64.66666666666667;194;235;203;3;Colmenar VIejo, Becerril de la Sierra Nº 1, Manzanares El Real Nº 1;202.8;0.9566074950690335;False;8.800000000000011
28082;infantil_ii_ciclo;2022-2023;164;54.666666666666664;164;38;37;1;Virgen de la Peña Sacra;248.2;0.660757453666398;False;84.19999999999999
28082;primaria;2022-2023;388;64.66666666666667;388;8;56.666666666666664;1;Virgen de la Peña Sacra;692.0;0.5606936416184971;False;304.0
28082;eso;2022-2023;646;161.5;646;164;149;1;Sierra de Guadarrama;478.6;1.3497701629753447;True;0.0
28163;infantil_i_ciclo;2022-2023;10;3.3333333333333335;10;13;11;1;Valdepiélagos;10.8;0.9259259259259258;False;0.8000000000000007
28163;infantil_ii_ciclo;2022-2023;166;55.333333333333336;166;41;39;1;Sansueña;12.0;13.833333333333334;True;0.0
28163;primaria;2022-2023;358;59.666666666666664;358;6;55.0;1;Sansueña;31.2;11.474358974358974;True;0.0
28163;eso;2022-2023;210;52.5;210;6;3;1;Sansueña;24.0;8.75;True;0.0
28158;infantil_i_ciclo;2022-2023;22;7.333333333333333;22;23;22;1;El Cancionero;19.8;1.1111111111111112;True;0.0
28158;infantil_ii_ciclo;2022-2023;73;24.333333333333332;73;10;10;1;Montelindo;23.2;3.146551724137931;True;0.0
28158;primaria;2022-2023;173;28.833333333333332;173;2;19.333333333333332;1;Montelindo;66.8;2.589820359281437;True;0.0
28158;eso;2022-2023;543;135.75;543;103;101;1;De la Cabrera;52.0;10.442307692307692;True;0.0
28004;infantil_i_ciclo;2022-2023;113;37.666666666666664;113;113;104;1;Pasemisí;282.0;0.40070921985815605;False;169.0
28004;infantil_ii_ciclo;2022-2023;180;60.0;180;57;51;1;El Álamo;300.0;0.6;False;120.0
28004;primaria;2022-2023;403;67.16666666666667;403;16;71.33333333333334;1;El Álamo;684.4;0.5888369374634717;False;281.4
28004;eso;2022-2023;319;79.75;319;64;63;1;El Álamo;486.20000000000005;0.6561085972850678;False;167.20000000000005
28008;infantil_i_ciclo;2022-2023;42;14.0;42;55;46;1;A Chupé;97.2;0.43209876543209874;False;55.2
28008;infantil_ii_ciclo;2022-2023;176;58.66666666666667;176;57;56;2;Santo Ángel de la Guarda, Ntra. Sra. de Fátima;100.19999999999999;1.756487025948104;True;0.0
28008;primaria;2022-2023;386;64.33333333333334;386;11;58.66666666666667;2;Santo Ángel de la Guarda, Ntra. Sra. de Fátima;217.6;1.7738970588235294;True;0.0
28008;eso;2022-2023;163;40.75;163;23;23;1;Santo Ángel de la Guarda;153.4;1.0625814863102998;True;0.0
28064;infantil_i_ciclo;2022-2023;59;19.666666666666668;59;68;64;2;Buitrago de Lozoya, Villavieja de Lozoya;7.8;7.564102564102564;True;0.0
28064;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;7.0;13.142857142857142;True;0.0
28064;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;13.600000000000001;15.294117647058822;True;0.0
28064;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;11.8;8.135593220338983;True;0.0
28131;infantil_i_ciclo;2022-2023;172;57.333333333333336;172;183;153;3;Monte Abantos, Colorín Colorete, Trébol;347.4;0.4951065054691998;False;175.39999999999998
28131;infantil_ii_ciclo;2022-2023;247;82.33333333333333;247;65;52;2;Antoniorrobles, San Lorenzo;399.6;0.6181181181181181;False;152.60000000000002
28131;primaria;2022-2023;719;119.83333333333333;719;20;79.0;3;Padre Antonio Soler, Antoniorrobles, San Lorenzo;1094.4;0.6569809941520467;False;375.4000000000001
28131;eso;2022-2023;691;172.75;691;151;139;2;Padre Antonio Soler, Juan de Herrera;872.0;0.7924311926605505;False;181.0
28180;infantil_i_ciclo;2022-2023;95;31.666666666666664;95;83;81;2;El Arbol, El Castillo;180.0;0.5277777777777778;False;85.0
28180;infantil_ii_ciclo;2022-2023;139;46.333333333333336;139;40;40;1;Ntra. Sra. de la Victoria;202.8;0.685404339250493;False;63.80000000000001
28180;primaria;2022-2023;282;47.0;282;2;44.666666666666664;1;Ntra. Sra. de la Victoria;513.6;0.5490654205607476;False;231.60000000000002
28180;eso;2022-2023;601;150.25;601;134;134;1;Villarejo de Salvanés;377.20000000000005;1.5933191940615057;True;0.0
28078;infantil_i_ciclo;2022-2023;14;4.666666666666667;14;14;14;1;Montejo de la Sierra;1.2;11.666666666666668;True;0.0
28078;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;1.0;92.0;True;0.0
28078;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;2.0;104.0;True;0.0
28078;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;2.4;40.0;True;0.0
28054;infantil_i_ciclo;2022-2023;166;55.333333333333336;166;210;166;2;El Hada Traga Manzanas, La Dehesa;354.0;0.4689265536723164;False;188.0
28054;infantil_ii_ciclo;2022-2023;143;47.666666666666664;143;36;36;1;Padre Gerardo Gil;384.4;0.37200832466181066;False;241.39999999999998
28054;primaria;2022-2023;433;72.16666666666667;433;59;102.33333333333334;1;Felipe II;960.8;0.45066611157368863;False;527.8
28054;eso;2022-2023;436;109.0;436;119;111;1;El Escorial;742.4;0.5872844827586207;False;306.4
28031;infantil_i_ciclo;2022-2023;36;12.0;36;36;36;1;Atrapasueños;66.6;0.5405405405405406;False;30.599999999999994
28031;infantil_ii_ciclo;2022-2023;81;27.0;81;21;21;1;Eugenio Muro;75.6;1.0714285714285716;True;0.0
28031;primaria;2022-2023;183;30.5;183;3;30.0;1;Eugenio Muro;193.6;0.9452479338842975;False;10.599999999999994
28031;eso;2022-2023;172;43.0;172;7;7;1;Eugenio Muro;135.0;1.2740740740740741;True;0.0
28021;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;14.4;0.0;False;14.4
28021;infantil_ii_ciclo;2022-2023;156;52.0;156;52;51;2;CRA de Lozoyuela, Pico de la Miel;19.0;8.210526315789474;True;0.0
28021;primaria;2022-2023;359;59.833333333333336;359;6;55.0;2;CRA de Lozoyuela, Pico de la Miel;57.2;6.276223776223776;True;0.0
28021;eso;2022-2023;543;135.75;543;103;101;1;De la Cabrera;35.0;15.514285714285714;True;0.0
28033;infantil_i_ciclo;2022-2023;68;22.666666666666668;68;71;69;1;Campo Real Nº 1;185.4;0.3667745415318231;False;117.4
28033;infantil_ii_ciclo;2022-2023;171;57.0;171;44;44;1;Miguel Delibes;205.39999999999998;0.8325219084712756;False;34.39999999999998
28033;primaria;2022-2023;346;57.666666666666664;346;1;50.666666666666664;1;Miguel Delibes;485.6;0.7125205930807248;False;139.60000000000002
28033;eso;2022-2023;278;69.5;278;55;53;1;La Poveda Campo Real;313.6;0.8864795918367346;False;35.60000000000002
28015;infantil_i_ciclo;2022-2023;264;88.0;264;369;272;2;Campanilla, Luna Lunera;1275.6;0.20696142991533398;False;1011.5999999999999
28015;infantil_ii_ciclo;2022-2023;1225;408.33333333333337;1225;370;302;5;Averroes, Las Castañeras, Francisco de Orellana, Legazpi, El Torreón;1497.6;0.8179754273504274;False;272.5999999999999
28015;primaria;2022-2023;2761;460.16666666666663;2761;121;392.0;5;Averroes, Las Castañeras, Francisco de Orellana, Legazpi, El Torreón;3927.6000000000004;0.7029738262552194;False;1166.6000000000004
28015;eso;2022-2023;1741;435.25;1741;395;324;3;Nuevo en Arroyomolinos 3, Gabriela Mistral, Gonzalo Chacón;2529.8;0.68819669539094;False;788.8000000000002
28066;infantil_i_ciclo;2022-2023;258;86.0;258;267;246;3;Las Golondrinas, Sol y Luna, El Trébol;213.6;1.2078651685393258;True;0.0
28066;infantil_ii_ciclo;2022-2023;177;59.0;177;38;37;1;Garcilaso de la Vega;249.2;0.7102728731942215;False;72.19999999999999
28066;primaria;2022-2023;466;77.66666666666667;466;11;48.333333333333336;1;Garcilaso de la Vega;710.8;0.6555993247045583;False;244.79999999999995
28066;eso;2022-2023;542;135.5;542;127;101;1;Griñón;574.5999999999999;0.9432648799164638;False;32.59999999999991
28027;infantil_i_ciclo;2022-2023;40;13.333333333333334;40;44;41;1;Buitrago de Lozoya;39.0;1.0256410256410255;True;0.0
28027;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;45.0;2.0444444444444443;True;0.0
28027;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;127.6;1.6300940438871474;True;0.0
28027;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;101.4;0.9467455621301775;False;5.400000000000006
28170;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;82.8;0.0;False;82.8
28170;infantil_ii_ciclo;2022-2023;104;34.666666666666664;104;38;38;1;Concepción García Robles;87.0;1.1954022988505748;True;0.0
28170;primaria;2022-2023;227;37.833333333333336;227;2;34.0;1;Concepción García Robles;206.0;1.1019417475728155;True;0.0
28170;eso;2022-2023;721;180.25;721;161;155;2;Carpe Diem, Carpe Diem Colmenar Oreja;160.8;4.483830845771144;True;0.0
28160;infantil_i_ciclo;2022-2023;131;43.666666666666664;131;132;126;1;Las Meninas;330.0;0.396969696969697;False;199.0
28160;infantil_ii_ciclo;2022-2023;211;70.33333333333333;211;74;73;1;Juan Falcó;360.2;0.5857856746252083;False;149.2
28160;primaria;2022-2023;462;77.0;462;9;79.33333333333333;1;Juan Falcó;918.0;0.5032679738562091;False;456.0
28160;eso;2022-2023;523;130.75;523;123;123;1;Valmayor;727.0;0.71939477303989;False;204.0
28122;infantil_i_ciclo;2022-2023;17;5.666666666666667;17;21;20;1;Los Duendes;16.2;1.0493827160493827;True;0.0
28122;infantil_ii_ciclo;2022-2023;266;88.66666666666666;266;67;65;3;Jesús Aramburu, San Pedro Apostol, Martína García;19.4;13.711340206185568;True;0.0
28122;primaria;2022-2023;573;95.5;573;12;85.66666666666667;3;Jesús Aramburu, San Pedro Apostol, Martína García;49.599999999999994;11.552419354838712;True;0.0
28122;eso;2022-2023;1285;321.25;1285;241;185;4;Jesús Aramburu, Al - Satt, Gustavo Adolfo Bécquer, Martína García;32.8;39.176829268292686;True;0.0
28024;infantil_i_ciclo;2022-2023;59;19.666666666666668;59;68;64;2;Buitrago de Lozoya, Villavieja de Lozoya;4.2;14.047619047619047;True;0.0
28024;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;3.5999999999999996;25.555555555555557;True;0.0
28024;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;5.2;40.0;True;0.0
28024;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;4.6;20.869565217391305;True;0.0
28151;infantil_i_ciclo;2022-2023;87;29.0;87;77;75;3;Torremocha de Jarama, Torrelaguna, Torrelaguna (Programa de Casa de Niños);103.8;0.838150289017341;False;16.799999999999997
28151;infantil_ii_ciclo;2022-2023;130;43.333333333333336;130;42;42;1;Cardenal Cisneros;117.4;1.1073253833049403;True;0.0
28151;primaria;2022-2023;306;51.0;306;12;44.0;1;Cardenal Cisneros;310.4;0.9858247422680413;False;4.399999999999977
28151;eso;2022-2023;395;98.75;395;68;68;1;Alto Jarama;241.0;1.6390041493775933;True;0.0
28002;infantil_i_ciclo;2022-2023;164;54.66666666666667;164;202;160;2;La Espiga, Daganzo;100.8;1.626984126984127;True;0.0
28002;infantil_ii_ciclo;2022-2023;123;41.0;123;28;28;1;San Blas;111.0;1.1081081081081081;True;0.0
28002;primaria;2022-2023;358;59.666666666666664;358;5;37.0;1;San Blas;280.79999999999995;1.2749287749287752;True;0.0
28002;eso;2022-2023;273;68.25;273;2;2;1;San Blas;223.2;1.2231182795698925;True;0.0
28009;infantil_i_ciclo;2022-2023;236;78.66666666666667;236;269;243;3;Pasacalles, Garabatos, El Principito;512.4;0.4605776736924278;False;276.4
28009;infantil_ii_ciclo;2022-2023;564;188.0;564;171;142;7;Valderrey, Padre Jerónimo, Jonathan Galea, Virgen de Valderrabe, Pedro Muñoz Seca, Santo Domingo, Obispo Moscoso;557.8;1.011115095016135;True;0.0
28009;primaria;2022-2023;1344;224.0;1344;86;180.33333333333334;7;Valderrey, Padre Jerónimo, Jonathan Galea, Virgen de Valderrabe, Pedro Muñoz Seca, Santo Domingo, Obispo Moscoso;1400.0;0.96;False;56.0
28009;eso;2022-2023;1089;272.25;1089;264;195;3;Al - Satt, Santo Domingo, Gustavo Adolfo Bécquer;1102.6;0.9876655178668602;False;13.599999999999909
28111;infantil_i_ciclo;2022-2023;31;10.333333333333334;31;26;26;1;Galopines;25.2;1.2301587301587302;True;0.0
28111;infantil_ii_ciclo;2022-2023;350;116.66666666666666;350;95;93;3;Juan de Goyeneche, Gregorio Canella, CRA Amigos de la Paz;28.4;12.323943661971832;True;0.0
28111;primaria;2022-2023;798;133.0;798;33;126.33333333333333;3;Juan de Goyeneche, Gregorio Canella, CRA Amigos de la Paz;71.2;11.207865168539325;True;0.0
28111;eso;2022-2023;211;52.75;211;9;3;1;Juan de Goyeneche;45.0;4.688888888888889;True;0.0
28099;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;89.4;0.0;False;89.4
28099;infantil_ii_ciclo;2022-2023;88;29.333333333333332;88;24;24;1;Isabel la Católica;91.0;0.967032967032967;False;3.0
28099;primaria;2022-2023;188;31.333333333333332;188;3;31.333333333333332;1;Isabel la Católica;194.8;0.9650924024640657;False;6.800000000000011
28099;eso;2022-2023;160;40.0;160;5;5;1;Isabel la Católica;141.0;1.1347517730496455;True;0.0
28129;infantil_i_ciclo;2022-2023;206;68.66666666666666;206;245;208;3;Trinidad Ruiz, La Cigüeña, Los Sueños;286.8;0.7182705718270571;False;80.80000000000001
28129;infantil_ii_ciclo;2022-2023;342;114.0;342;80;80;2;Virgen de Navalazarza, Infanta Leónor;339.4;1.0076605774896878;True;0.0
28129;primaria;2022-2023;923;153.83333333333334;923;17;91.0;2;Virgen de Navalazarza, Infanta Leónor;1030.8;0.8954210322079938;False;107.79999999999995
28129;eso;2022-2023;608;152.0;608;132;128;1;San Agustín de Guadalix;875.4;0.6945396390221613;False;267.4
28038;infantil_i_ciclo;2022-2023;54;18.0;54;57;55;1;Rincón Florido;159.6;0.33834586466165417;False;105.6
28038;infantil_ii_ciclo;2022-2023;75;25.0;75;25;24;1;Vía Romana;170.60000000000002;0.43962485345838215;False;95.60000000000002
28038;primaria;2022-2023;184;30.666666666666668;184;2;27.0;1;Vía Romana;409.6;0.44921875;False;225.60000000000002
28038;eso;2022-2023;496;124.0;496;117;117;1;La Dehesilla;308.79999999999995;1.606217616580311;True;0.0
28050;infantil_i_ciclo;2022-2023;68;22.666666666666668;68;75;70;1;Sol y Luna;176.4;0.3854875283446712;False;108.4
28050;infantil_ii_ciclo;2022-2023;210;70.0;210;50;48;2;Fuentes Claras, Ntra. Sra. de La Soledad;211.39999999999998;0.9933774834437087;False;1.3999999999999773
28050;primaria;2022-2023;602;100.33333333333333;602;13;71.33333333333333;2;Fuentes Claras, Ntra. Sra. de La Soledad;612.4;0.9830176355323318;False;10.399999999999977
28050;eso;2022-2023;590;147.5;590;155;142;1;Sor Juana de la Cruz;472.0;1.25;True;0.0
28132;infantil_i_ciclo;2022-2023;150;50.0;150;166;146;2;San Marcos, Fantasía;527.4;0.2844141069397042;False;377.4
28132;infantil_ii_ciclo;2022-2023;532;177.33333333333334;532;129;119;5;Jorge Guillén, San Marcos, Clara Campoamor, Los Cerros Chicos, General Izquierdo;590.8;0.9004739336492892;False;58.799999999999955
28132;primaria;2022-2023;1234;205.66666666666666;1234;41;160.66666666666669;5;Jorge Guillén, San Marcos, Clara Campoamor, Los Cerros Chicos, General Izquierdo;1550.0;0.7961290322580645;False;316.0
28132;eso;2022-2023;723;180.75;723;167;161;1;Anselmo Lorenzo;1157.0;0.6248919619706137;False;434.0
28119;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;94.2;0.0;False;94.2
28119;infantil_ii_ciclo;2022-2023;181;60.33333333333333;181;40;39;2;Príncipes de Asturias, María Moliner;106.6;1.6979362101313322;True;0.0
28119;primaria;2022-2023;397;66.16666666666666;397;14;63.33333333333333;2;Príncipes de Asturias, María Moliner;284.4;1.3959212376933896;True;0.0
28119;eso;2022-2023;1065;266.25;1065;206;189;3;Alfonso Moreno, Las Encinas, María Moliner;225.4;4.724933451641526;True;0.0
28035;infantil_i_ciclo;2022-2023;40;13.333333333333334;40;46;41;1;Elmer;64.8;0.617283950617284;False;24.799999999999997
28035;infantil_ii_ciclo;2022-2023;177;59.0;177;42;42;2;Santa Lucía, Miguel de Cervantes;67.6;2.6183431952662723;True;0.0
28035;primaria;2022-2023;365;60.83333333333333;365;2;52.666666666666664;2;Santa Lucía, Miguel de Cervantes;148.0;2.4662162162162162;True;0.0
28035;eso;2022-2023;189;47.25;189;4;4;1;Miguel de Cervantes;103.0;1.8349514563106797;True;0.0
28088;infantil_i_ciclo;2022-2023;14;4.666666666666667;14;14;14;1;Montejo de la Sierra;1.8;7.777777777777778;True;0.0
28088;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;3.2;28.75;True;0.0
28088;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;12.8;16.25;True;0.0
28088;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;11.600000000000001;8.275862068965516;True;0.0
28044;infantil_i_ciclo;2022-2023;160;53.333333333333336;160;161;154;2;Las Casitas, El Hada Traga Manzanas;185.4;0.8629989212513484;False;25.400000000000006
28044;infantil_ii_ciclo;2022-2023;270;90.0;270;68;61;2;Seis de Diciembre, Las Veredas;215.6;1.2523191094619666;True;0.0
28044;primaria;2022-2023;675;112.5;675;25;93.0;2;Seis de Diciembre, Las Veredas;629.6;1.0721092757306225;True;0.0
28044;eso;2022-2023;444;111.0;444;93;78;1;Gregorio Peces-Barba;537.0;0.8268156424581006;False;93.0
28114;infantil_i_ciclo;2022-2023;54;18.0;54;58;55;2;Buitrago de Lozoya, Montejo de la Sierra;4.2;12.857142857142856;True;0.0
28114;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;4.8;19.166666666666668;True;0.0
28114;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;9.6;21.666666666666668;True;0.0
28114;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;4.4;21.818181818181817;True;0.0
28117;infantil_i_ciclo;2022-2023;14;4.666666666666667;14;14;14;1;Montejo de la Sierra;1.2;11.666666666666668;True;0.0
28117;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;1.2000000000000002;76.66666666666666;True;0.0
28117;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;5.2;40.0;True;0.0
28117;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;7.0;13.714285714285714;True;0.0
28116;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;39.0;0.0;False;39.0
28116;infantil_ii_ciclo;2022-2023;356;118.66666666666666;356;90;84;2;Miguel Delibes, Ntra. Sra. del Rosario;42.6;8.356807511737088;True;0.0
28116;primaria;2022-2023;850;141.66666666666666;850;8;108.33333333333333;2;Miguel Delibes, Ntra. Sra. del Rosario;106.4;7.988721804511278;True;0.0
28116;eso;2022-2023;799;199.75;799;168;159;2;Senda Galiana, La Poveda Campo Real;74.6;10.710455764075068;True;0.0
28156;infantil_i_ciclo;2022-2023;59;19.666666666666668;59;65;63;2;Los Duendes, Fresno de Torote;49.8;1.1847389558232932;True;0.0
28156;infantil_ii_ciclo;2022-2023;205;68.33333333333334;205;65;65;2;Ángel Castro, Federico García Lorca;51.800000000000004;3.9575289575289574;True;0.0
28156;primaria;2022-2023;594;99.0;594;11;67.66666666666667;2;Ángel Castro, Federico García Lorca;126.0;4.714285714285714;True;0.0
28156;eso;2022-2023;894;223.5;894;139;119;2;Gaspar Sanz, Federico García Lorca;98.0;9.122448979591837;True;0.0
28034;infantil_i_ciclo;2022-2023;41;13.666666666666668;41;39;35;2;Lozoya, Bustarviejo;7.8;5.256410256410256;True;0.0
28034;infantil_ii_ciclo;2022-2023;286;95.33333333333334;286;64;64;4;Peñalta, CRA de Lozoya, Montelindo, Vicente Aleixandre;7.4;38.648648648648646;True;0.0
28034;primaria;2022-2023;685;114.16666666666666;685;11;89.33333333333333;4;Peñalta, CRA de Lozoya, Montelindo, Vicente Aleixandre;14.0;48.92857142857143;True;0.0
28034;eso;2022-2023;837;209.25;837;116;113;3;Peñalta, De la Cabrera, Vicente Aleixandre;11.0;76.0909090909091;True;0.0
28076;infantil_i_ciclo;2022-2023;10;3.3333333333333335;10;12;10;1;Lozoya;7.8;1.2820512820512822;True;0.0
28076;infantil_ii_ciclo;2022-2023;213;71.0;213;54;54;3;Peñalta, CRA de Lozoya, Vicente Aleixandre;8.6;24.767441860465116;True;0.0
28076;primaria;2022-2023;512;85.33333333333333;512;9;70.0;3;Peñalta, CRA de Lozoya, Vicente Aleixandre;19.6;26.122448979591834;True;0.0
28076;eso;2022-2023;294;73.5;294;13;12;2;Peñalta, Vicente Aleixandre;14.0;21.0;True;0.0
28059;infantil_i_ciclo;2022-2023;79;26.333333333333332;79;94;85;1;La Cigüeña;170.4;0.4636150234741784;False;91.4
28059;infantil_ii_ciclo;2022-2023;133;44.333333333333336;133;42;42;1;Martína García;189.6;0.7014767932489452;False;56.599999999999994
28059;primaria;2022-2023;319;53.166666666666664;319;9;50.333333333333336;1;Martína García;469.6;0.6793015332197615;False;150.60000000000002
28059;eso;2022-2023;254;63.5;254;5;1;1;Martína García;340.4;0.7461809635722679;False;86.39999999999998
28144;infantil_i_ciclo;2022-2023;202;67.33333333333333;202;198;190;2;Gloria Fuertes, Rio de Alisos;183.6;1.1002178649237473;True;0.0
28144;infantil_ii_ciclo;2022-2023;160;53.33333333333333;160;47;46;2;Virgen del Rosario, Chozas de la Sierra;208.8;0.7662835249042145;False;48.80000000000001
28144;primaria;2022-2023;415;69.16666666666667;415;23;65.0;2;Virgen del Rosario, Chozas de la Sierra;552.8;0.7507235890014472;False;137.79999999999995
28144;eso;2022-2023;646;161.5;646;164;149;1;Sierra de Guadarrama;434.6;1.486424298205246;True;0.0
28145;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;117.0;0.0;False;117.0
28145;infantil_ii_ciclo;2022-2023;166;55.333333333333336;166;41;39;1;Sansueña;135.6;1.224188790560472;True;0.0
28145;primaria;2022-2023;358;59.666666666666664;358;6;55.0;1;Sansueña;352.0;1.0170454545454546;True;0.0
28145;eso;2022-2023;210;52.5;210;6;3;1;Sansueña;234.8;0.8943781942078364;False;24.80000000000001
28010;infantil_i_ciclo;2022-2023;206;68.66666666666666;206;229;213;3;Collado Mediano, El Hada Traga Manzanas, El Nogal;292.8;0.703551912568306;False;86.80000000000001
28010;infantil_ii_ciclo;2022-2023;406;135.33333333333334;406;90;87;4;Los Negrales, Santa Quiteria, Clara Campoamor, El Peralejo;337.0;1.2047477744807122;True;0.0
28010;primaria;2022-2023;961;160.16666666666666;961;29;137.66666666666666;4;Los Negrales, Santa Quiteria, Clara Campoamor, El Peralejo;966.0;0.994824016563147;False;5.0
28010;eso;2022-2023;515;128.75;515;120;118;1;Alpedrete;838.2;0.6144118348842758;False;323.20000000000005
28147;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;28.8;0.0;False;28.8
28147;infantil_ii_ciclo;2022-2023;50;16.666666666666668;50;8;8;1;Virgen del Rosario;34.0;1.4705882352941178;True;0.0
28147;primaria;2022-2023;126;21.0;126;6;18.666666666666664;1;Virgen del Rosario;90.4;1.393805309734513;True;0.0
28147;eso;2022-2023;1262;315.5;1262;315;297;2;Francisco Umbral, Juan Carlos I;62.8;20.095541401273888;True;0.0
28167;infantil_i_ciclo;2022-2023;73;24.333333333333336;73;32;29;2;Francisco Tomás y Valiente, Arganda del Rey;374.4;0.19497863247863248;False;301.4
28167;infantil_ii_ciclo;2022-2023;361;120.33333333333334;361;118;111;2;Francisco Tomás y Valiente, Valdemera;401.6;0.8989043824701195;False;40.60000000000002
28167;primaria;2022-2023;811;135.16666666666666;811;31;144.66666666666669;2;Francisco Tomás y Valiente, Valdemera;919.6;0.8819051761635494;False;108.60000000000002
28167;eso;2022-2023;584;146.0;584;145;145;1;Ana María Matute;653.4;0.8937863483318029;False;69.39999999999998
28085;infantil_i_ciclo;2022-2023;144;48.0;144;143;137;2;Miraflores de la Sierra, Rio de Alisos;148.2;0.9716599190283401;False;4.199999999999989
28085;infantil_ii_ciclo;2022-2023;100;33.333333333333336;100;28;28;1;Vicente Aleixandre;165.2;0.6053268765133172;False;65.19999999999999
28085;primaria;2022-2023;264;44.0;264;7;33.66666666666667;1;Vicente Aleixandre;428.40000000000003;0.6162464985994397;False;164.40000000000003
28085;eso;2022-2023;198;49.5;198;12;12;1;Vicente Aleixandre;335.6;0.5899880810488677;False;137.60000000000002
