id_secondary_municipality,name,total,year,range
1512,Torrelaguna,139,2022,75-79
1512,Torrelaguna,150,2023,75-79
1512,Torrelaguna,152,2024,75-79
1527,Torrelodones,571,2021,75-79
1527,Torrelodones,616,2022,75-79
1527,Torrelodones,675,2023,75-79
1527,Torrelodones,716,2024,75-79
1533,Torremocha de Jarama,54,2021,75-79
1533,Torremocha de Jarama,54,2022,75-79
1533,Torremocha de Jarama,71,2023,75-79
1533,Torremocha de Jarama,65,2024,75-79
1548,Torres de la Alameda,176,2021,75-79
