municipality_id;analysis_year;municipality_name;total_centers;total_population_0_19;population_0_4;population_5_9;population_10_14;population_15_19;total_estimated_need;total_capacity;overall_coverage_ratio;cycles_with_need;cycles_covered;coverage_percentage;is_fully_covered;total_deficit;cycles_with_access;access_percentage;access_classification;has_basic_education;has_mandatory_education;missing_cycles
28020;2022-2023;Berzosa del Lozoya;3;40;3;4;11;22;22.4;700;31.250000000000004;4;4;100.0;True;0.0;4;100.0;Acceso Completo;True;True;[]
28073;2022-2023;Humanes de Madrid;9;5090;839;1165;1626;1460;3922.0;3213;0.8192248852626212;4;0;0.0;False;709.0;4;100.0;Acceso Completo;True;True;[]
28901;2022-2023;Lozoyuela-Navas-Sieteiglesias;3;285;49;62;96;78;222.60000000000002;859;3.858939802336028;4;3;75.0;False;0.0;4;100.0;Acceso Completo;True;True;[]
28061;2022-2023;Galapagar;9;7570;1283;1846;2106;2335;5702.0;3002;0.52648193616275;4;0;0.0;False;2700.0;4;100.0;Acceso Completo;True;True;[]
28037;2022-2023;Cenicientos;2;350;75;77;95;103;267.6;278;1.0388639760837068;4;3;75.0;False;0.0;4;100.0;Acceso Completo;True;True;[]
28109;2022-2023;Pelayos de la Presa;2;602;136;145;154;167;468.40000000000003;700;1.4944491887275833;4;1;25.0;False;0.0;3;75.0;Acceso Bueno;True;True;['infantil_i_ciclo']
28041;2022-2023;Cobeña;4;2006;319;508;615;564;1554.8;1053;0.677257525083612;4;1;25.0;False;501.79999999999995;4;100.0;Acceso Completo;True;True;[]
28143;2022-2023;Somosierra;2;11;0;2;3;6;6.199999999999999;396;63.870967741935495;3;3;100.0;True;0.0;4;100.0;Acceso Completo;True;True;[]
28039;2022-2023;Cervera de Buitrago;4;16;6;2;3;5;12.0;1070;89.16666666666667;4;4;100.0;True;0.0;4;100.0;Acceso Completo;True;True;[]
28095;2022-2023;Navalagamella;3;699;123;170;204;202;537.4000000000001;747;1.390026051358392;4;1;25.0;False;0.0;4;100.0;Acceso Completo;True;True;[]
28005;2022-2023;Alcalá de Henares;42;37603;7355;8673;9906;11669;28267.800000000003;14391;0.5090951542037229;4;0;0.0;False;13876.800000000003;4;100.0;Acceso Completo;True;True;[]
28006;2022-2023;Alcobendas;25;25756;4649;6326;7411;7370;19860.0;10467;0.5270392749244713;4;0;0.0;False;9393.0;4;100.0;Acceso Completo;True;True;[]
28007;2022-2023;Alcorcón;44;32215;5726;7910;8852;9727;24433.4;15705;0.642767686854879;4;0;0.0;False;8728.400000000001;4;100.0;Acceso Completo;True;True;[]
28013;2022-2023;Aranjuez;13;13451;2419;3259;3837;3936;10302.2;6720;0.6522878608452564;4;0;0.0;False;3582.2000000000007;4;100.0;Acceso Completo;True;True;[]
28903;2022-2023;Tres Cantos;17;11677;2562;2997;2975;3143;9162.6;5737;0.6261323205203763;4;0;0.0;False;3425.6000000000004;4;100.0;Acceso Completo;True;True;[]
28014;2022-2023;Arganda del Rey;13;13324;2542;3380;3791;3611;10435.2;6502;0.6230834099969335;4;0;0.0;False;3933.2000000000007;4;100.0;Acceso Completo;True;True;[]
28022;2022-2023;Boadilla del Monte;10;18226;2895;4245;5222;5864;13534.8;4418;0.3264178266394775;4;0;0.0;False;9116.8;4;100.0;Acceso Completo;True;True;[]
28045;2022-2023;Colmenar Viejo;16;12705;2714;3303;3387;3301;10064.199999999999;7067;0.702191927823374;4;0;0.0;False;2997.199999999999;4;100.0;Acceso Completo;True;True;[]
28047;2022-2023;Collado Villalba;18;13044;2428;3187;3576;3853;9961.599999999999;7205;0.7232773851590107;4;0;0.0;False;2756.5999999999985;4;100.0;Acceso Completo;True;True;[]
28049;2022-2023;Coslada;26;13503;2626;3192;3798;3887;10393.400000000001;9751;0.9381915446340946;4;2;50.0;False;642.4000000000015;4;100.0;Acceso Completo;True;True;[]
28058;2022-2023;Fuenlabrada;65;36616;6581;8623;10053;11359;27528.799999999996;21944;0.797128825085002;4;0;0.0;False;5584.799999999996;4;100.0;Acceso Completo;True;True;[]
28065;2022-2023;Getafe;53;38730;7984;10241;10322;10183;30583.599999999995;23318;0.7624347689611427;4;0;0.0;False;7265.599999999995;4;100.0;Acceso Completo;True;True;[]
28074;2022-2023;Leganés;65;35846;6385;8671;10246;10544;27410.800000000003;22783;0.8311687364104658;4;0;0.0;False;4627.800000000003;4;100.0;Acceso Completo;True;True;[]
28079;2022-2023;Madrid;402;574787;123981;139780;150716;160310;446539.0;161450;0.36155856487339294;4;0;0.0;False;285089.0;4;100.0;Acceso Completo;True;True;[]
28080;2022-2023;Majadahonda;15;16408;2877;3848;4518;5165;12276.0;5062;0.4123492994460736;4;0;0.0;False;7214.0;4;100.0;Acceso Completo;True;True;[]
28092;2022-2023;Móstoles;60;39218;7840;10063;10675;10640;30706.0;24238;0.7893571288998893;4;0;0.0;False;6468.0;4;100.0;Acceso Completo;True;True;[]
28106;2022-2023;Parla;39;32389;5838;8343;9781;8427;25647.4;21267;0.8292068591748091;4;0;0.0;False;4380.4000000000015;4;100.0;Acceso Completo;True;True;[]
28113;2022-2023;Pinto;12;12682;2292;3274;3563;3553;9839.6;6102;0.6201471604536769;4;0;0.0;False;3737.6000000000004;4;100.0;Acceso Completo;True;True;[]
28115;2022-2023;Pozuelo de Alarcón;13;19757;3405;4514;5580;6258;14750.6;4047;0.2743617208791507;4;0;0.0;False;10703.6;4;100.0;Acceso Completo;True;True;[]
28123;2022-2023;Rivas-Vaciamadrid;28;25256;5143;6866;6806;6441;20103.2;14320;0.712324406064706;4;0;0.0;False;5783.200000000001;4;100.0;Acceso Completo;True;True;[]
28127;2022-2023;Las Rozas de Madrid;19;23532;4290;5393;6631;7218;17757.6;8109;0.456649547236113;4;0;0.0;False;9648.599999999999;4;100.0;Acceso Completo;True;True;[]
28134;2022-2023;San Sebastián de los Reyes;24;20643;3679;5546;6034;5384;16335.8;10303;0.6307006696947808;4;0;0.0;False;6032.799999999999;4;100.0;Acceso Completo;True;True;[]
28148;2022-2023;Torrejón de Ardoz;35;29171;5725;7414;8081;7951;22810.2;16832;0.7379154939456909;4;0;0.0;False;5978.200000000001;4;100.0;Acceso Completo;True;True;[]
28161;2022-2023;Valdemoro;18;20248;3214;4570;6244;6220;15272.0;9540;0.6246726034573075;4;0;0.0;False;5732.0;4;100.0;Acceso Completo;True;True;[]
