education_center_id;cycle;analysis_year;infant_transitions;max_infant_ii_places;max_enrolled;max_admitted;max_total_students;max_year;target_year_enrolled;estimated_places;applications_submitted;applications_admitted;applications_admitted_corrected;occupancy_rate;demand_ratio;admission_capacity_ratio;admission_efficiency;is_active
28028532;infantil_ii_ciclo;2022-2023;0;0;100;16;100;2021-2022;70;33.333333333333336;26;19;19;0.7;0.7799999999999999;0.57;0.7307692307692307;1
28028532;primaria;2022-2023;23.333333333333332;33.333333333333336;303;1;303;2021-2022;288;50.5;12;3;26.333333333333332;0.9504950495049505;0.2376237623762376;0.5214521452145214;0.25;1
28025971;infantil_ii_ciclo;2022-2023;0;0;142;50;142;2021-2022;140;47.333333333333336;60;40;40;0.9859154929577465;1.2676056338028168;0.8450704225352113;0.6666666666666666;1
28025971;primaria;2022-2023;46.666666666666664;47.333333333333336;291;8;291;2024-2025;275;48.5;10;9;55.666666666666664;0.9450171821305842;0.20618556701030927;1.147766323024055;0.9;1
28047435;infantil_i_ciclo;2022-2023;0;0;117;100;117;2021-2022;115;39.0;130;101;101;0.9829059829059829;3.3333333333333335;2.58974358974359;0.7769230769230769;1
28033680;infantil_ii_ciclo;2022-2023;0;0;145;42;145;2020-2021;129;48.333333333333336;18;18;18;0.8896551724137931;0.37241379310344824;0.37241379310344824;1.0;1
28033680;primaria;2022-2023;43.0;48.333333333333336;300;5;300;2020-2021;298;50.0;4;0;43.0;0.9933333333333333;0.08;0.86;0.0;1
28057271;eso;2022-2023;0;0;565;122;565;2023-2024;522;141.25;186;129;129;0.9238938053097345;1.3168141592920355;0.9132743362831859;0.6935483870967742;1
28038801;eso;2022-2023;0;0;448;101;448;2024-2025;370;112.0;85;73;73;0.8258928571428571;0.7589285714285714;0.6517857142857143;0.8588235294117647;1
28033692;infantil_ii_ciclo;2022-2023;0;0;116;38;116;2020-2021;111;38.666666666666664;35;33;33;0.9568965517241379;0.9051724137931035;0.8534482758620691;0.9428571428571428;1
28033692;primaria;2022-2023;37.0;38.666666666666664;278;3;278;2020-2021;267;46.333333333333336;3;3;40.0;0.960431654676259;0.06474820143884892;0.8633093525179856;1.0;1
28005404;infantil_ii_ciclo;2022-2023;0;0;150;42;150;2021-2022;136;50.0;36;26;26;0.9066666666666666;0.72;0.52;0.7222222222222222;1
28005404;primaria;2022-2023;45.333333333333336;50.0;315;2;315;2020-2021;288;52.5;13;3;48.333333333333336;0.9142857142857143;0.24761904761904763;0.9206349206349207;0.23076923076923078;1
28064299;infantil_i_ciclo;2022-2023;0;0;75;78;75;2023-2024;67;25.0;74;71;71;0.8933333333333333;2.96;2.84;0.9594594594594594;1
28021318;infantil_ii_ciclo;2022-2023;0;0;66;16;66;2023-2024;62;22.0;26;25;25;0.9393939393939394;1.1818181818181819;1.1363636363636365;0.9615384615384616;1
28021318;primaria;2022-2023;20.666666666666668;22.0;175;1;175;2024-2025;162;29.166666666666668;9;4;24.666666666666668;0.9257142857142857;0.30857142857142855;0.8457142857142858;0.4444444444444444;1
28066302;infantil_ii_ciclo;2022-2023;0;0;218;65;218;2020-2021;198;72.66666666666667;65;61;61;0.908256880733945;0.8944954128440367;0.8394495412844036;0.9384615384615385;1
28066302;primaria;2022-2023;66.0;72.66666666666667;463;4;463;2024-2025;404;77.16666666666667;23;13;79.0;0.8725701943844493;0.2980561555075594;1.0237580993520519;0.5652173913043478;1
28001551;infantil_ii_ciclo;2022-2023;0;0;108;26;108;2020-2021;87;36.0;32;25;25;0.8055555555555556;0.8888888888888888;0.6944444444444444;0.78125;1
28001551;primaria;2022-2023;29.0;36.0;342;9;342;2022-2023;342;57.0;15;9;38.0;1.0;0.2631578947368421;0.6666666666666666;0.6;1
28044434;infantil_ii_ciclo;2022-2023;0;0;173;43;173;2023-2024;157;57.666666666666664;53;53;53;0.9075144508670521;0.9190751445086706;0.9190751445086706;1.0;1
28044434;primaria;2022-2023;52.333333333333336;57.666666666666664;423;7;423;2020-2021;407;70.5;29;19;71.33333333333334;0.9621749408983451;0.41134751773049644;1.0118203309692673;0.6551724137931034;1
28058718;infantil_ii_ciclo;2022-2023;0;0;190;52;190;2020-2021;142;63.333333333333336;55;39;39;0.7473684210526316;0.8684210526315789;0.6157894736842106;0.7090909090909091;1
28058718;primaria;2022-2023;47.333333333333336;63.333333333333336;372;5;372;2024-2025;352;62.0;11;7;54.333333333333336;0.946236559139785;0.1774193548387097;0.8763440860215054;0.6363636363636364;1
28065334;infantil_i_ciclo;2022-2023;0;0;73;79;73;2024-2025;73;24.333333333333332;77;76;76;1.0;3.164383561643836;3.1232876712328768;0.987012987012987;1
28033941;infantil_ii_ciclo;2022-2023;0;0;65;13;65;2023-2024;61;21.666666666666668;14;14;14;0.9384615384615385;0.6461538461538461;0.6461538461538461;1.0;1
28033941;primaria;2022-2023;20.333333333333332;21.666666666666668;144;2;144;2023-2024;139;24.0;3;3;23.333333333333332;0.9652777777777778;0.125;0.9722222222222222;1.0;1
28049389;infantil_ii_ciclo;2022-2023;0;0;63;16;63;2020-2021;51;21.0;16;16;16;0.8095238095238095;0.7619047619047619;0.7619047619047619;1.0;1
28049389;primaria;2022-2023;17.0;21.0;169;5;169;2020-2021;157;28.166666666666668;7;5;22.0;0.9289940828402367;0.2485207100591716;0.7810650887573964;0.7142857142857143;1
28037673;infantil_i_ciclo;2022-2023;0;0;36;0;36;2024-2025;0;12.0;0;0;0;0.0;0.0;0.0;0.0;1
28037673;infantil_ii_ciclo;2022-2023;0;0;123;22;123;2020-2021;65;41.0;17;17;17;0.5284552845528455;0.4146341463414634;0.4146341463414634;1.0;1
28037673;primaria;2022-2023;21.666666666666668;41.0;269;0;269;2020-2021;267;44.833333333333336;6;6;27.666666666666668;0.9925650557620818;0.13382899628252787;0.6171003717472119;1.0;1
28042164;infantil_ii_ciclo;2022-2023;0;0;136;50;136;2020-2021;113;45.333333333333336;50;41;41;0.8308823529411765;1.102941176470588;0.9044117647058824;0.82;1
28042164;primaria;2022-2023;37.666666666666664;45.333333333333336;273;15;273;2020-2021;271;45.5;25;14;51.666666666666664;0.9926739926739927;0.5494505494505495;1.1355311355311355;0.56;1
28037375;infantil_ii_ciclo;2022-2023;0;0;107;33;107;2020-2021;87;35.666666666666664;24;24;24;0.8130841121495327;0.6728971962616823;0.6728971962616823;1.0;1
28037375;primaria;2022-2023;29.0;35.666666666666664;268;2;268;2020-2021;245;44.666666666666664;4;3;32.0;0.914179104477612;0.08955223880597016;0.7164179104477613;0.75;1
28015756;eso;2022-2023;0;0;548;99;548;2024-2025;519;137.0;120;114;114;0.9470802919708029;0.8759124087591241;0.8321167883211679;0.95;1
28047022;infantil_i_ciclo;2022-2023;0;0;110;104;110;2024-2025;96;36.666666666666664;110;97;97;0.8727272727272727;3.0;2.6454545454545455;0.8818181818181818;1
28047125;infantil_i_ciclo;2022-2023;0;0;36;42;36;2023-2024;35;12.0;37;35;35;0.9722222222222222;3.0833333333333335;2.9166666666666665;0.9459459459459459;1
28044215;infantil_i_ciclo;2022-2023;0;0;191;191;191;2021-2022;190;63.666666666666664;255;193;193;0.9947643979057592;4.005235602094241;3.031413612565445;0.7568627450980392;1
28010886;infantil_ii_ciclo;2022-2023;0;0;69;17;69;2020-2021;67;23.0;23;18;18;0.9710144927536232;1.0;0.782608695652174;0.782608695652174;1
28010886;primaria;2022-2023;22.333333333333332;23.0;167;6;167;2020-2021;146;27.833333333333332;3;0;22.333333333333332;0.874251497005988;0.10778443113772455;0.8023952095808383;0.0;1
28040106;infantil_ii_ciclo;2022-2023;0;0;0;0;0;N/A;0;0.0;2;0;0;0.0;0.0;0.0;0.0;1
28034091;infantil_i_ciclo;2022-2023;0;0;41;37;41;2024-2025;0;13.666666666666666;0;0;0;0.0;0.0;0.0;0.0;1
28034091;infantil_ii_ciclo;2022-2023;0;0;88;25;88;2020-2021;68;29.333333333333332;21;19;19;0.7727272727272727;0.7159090909090909;0.6477272727272727;0.9047619047619048;1
28034091;primaria;2022-2023;22.666666666666668;29.333333333333332;226;6;226;2021-2022;208;37.666666666666664;3;2;24.666666666666668;0.9203539823008849;0.07964601769911504;0.6548672566371682;0.6666666666666666;1
28002312;eso;2022-2023;0;0;797;193;797;2024-2025;712;199.25;196;159;159;0.8933500627352572;0.9836888331242158;0.7979924717691342;0.8112244897959183;1
28074712;infantil_i_ciclo;2022-2023;0;0;34;42;34;2021-2022;32;11.333333333333334;38;36;36;0.9411764705882353;3.352941176470588;3.176470588235294;0.9473684210526315;1
28020715;eso;2022-2023;0;0;24;0;24;2022-2023;24;6.0;10;0;0;1.0;1.6666666666666667;0.0;0.0;1
28045086;infantil_ii_ciclo;2022-2023;0;0;128;44;128;2021-2022;123;42.666666666666664;34;32;32;0.9609375;0.796875;0.75;0.9411764705882353;1
28045086;primaria;2022-2023;41.0;42.666666666666664;267;1;267;2020-2021;262;44.5;6;1;42.0;0.9812734082397003;0.1348314606741573;0.9438202247191011;0.16666666666666666;1
28005623;infantil_ii_ciclo;2022-2023;0;0;159;37;159;2022-2023;159;53.0;44;37;37;1.0;0.8301886792452831;0.6981132075471698;0.8409090909090909;1
28005623;primaria;2022-2023;53.0;53.0;304;0;304;2024-2025;300;50.666666666666664;15;5;58.0;0.9868421052631579;0.2960526315789474;1.1447368421052633;0.3333333333333333;1
28039359;infantil_ii_ciclo;2022-2023;0;0;148;42;148;2023-2024;148;49.333333333333336;37;35;35;1.0;0.75;0.7094594594594594;0.9459459459459459;1
28039359;primaria;2022-2023;49.333333333333336;49.333333333333336;323;2;323;2021-2022;306;53.833333333333336;17;0;49.333333333333336;0.9473684210526315;0.3157894736842105;0.9164086687306502;0.0;1
28070962;eso;2022-2023;0;0;483;108;483;2024-2025;417;120.75;102;96;96;0.8633540372670807;0.84472049689441;0.7950310559006211;0.9411764705882353;1
28029123;infantil_ii_ciclo;2022-2023;0;0;131;25;131;2022-2023;131;43.666666666666664;25;25;25;1.0;0.5725190839694657;0.5725190839694657;1.0;1
28029123;primaria;2022-2023;43.666666666666664;43.666666666666664;380;6;380;2020-2021;343;63.333333333333336;12;1;44.666666666666664;0.9026315789473685;0.18947368421052632;0.7052631578947368;0.08333333333333333;1
28072341;infantil_i_ciclo;2022-2023;0;0;180;156;180;2021-2022;165;60.0;192;160;160;0.9166666666666666;3.2;2.6666666666666665;0.8333333333333334;1
28044033;infantil_i_ciclo;2022-2023;0;0;98;87;98;2024-2025;95;32.666666666666664;93;79;79;0.9693877551020408;2.8469387755102042;2.418367346938776;0.8494623655913979;1
28010813;infantil_ii_ciclo;2022-2023;0;0;68;16;68;2022-2023;68;22.666666666666668;18;16;16;1.0;0.7941176470588235;0.7058823529411764;0.8888888888888888;1
28010813;primaria;2022-2023;22.666666666666668;22.666666666666668;150;5;150;2023-2024;147;25.0;5;0;22.666666666666668;0.98;0.2;0.9066666666666667;0.0;1
28035411;infantil_ii_ciclo;2022-2023;0;0;133;51;133;2020-2021;122;44.333333333333336;39;37;37;0.9172932330827067;0.8796992481203008;0.8345864661654135;0.9487179487179487;1
28035411;primaria;2022-2023;40.666666666666664;44.333333333333336;300;2;300;2023-2024;291;50.0;11;6;46.666666666666664;0.97;0.22;0.9333333333333332;0.5454545454545454;1
28028271;infantil_ii_ciclo;2022-2023;0;0;56;13;56;2021-2022;56;18.666666666666668;15;15;15;1.0;0.8035714285714285;0.8035714285714285;1.0;1
28028271;primaria;2022-2023;18.666666666666668;18.666666666666668;211;12;211;2020-2021;201;35.166666666666664;10;2;20.666666666666668;0.95260663507109;0.2843601895734597;0.5876777251184835;0.2;1
28005714;infantil_ii_ciclo;2022-2023;0;0;61;13;61;2023-2024;60;20.333333333333332;17;17;17;0.9836065573770492;0.8360655737704918;0.8360655737704918;1.0;1
28005714;primaria;2022-2023;20.0;20.333333333333332;142;1;142;2024-2025;135;23.666666666666668;5;3;23.0;0.9507042253521126;0.2112676056338028;0.9718309859154929;0.6;1
28024502;infantil_ii_ciclo;2022-2023;0;0;125;47;125;2020-2021;115;41.666666666666664;26;25;25;0.92;0.624;0.6000000000000001;0.9615384615384616;1
28024502;primaria;2022-2023;38.333333333333336;41.666666666666664;317;10;317;2020-2021;284;52.833333333333336;5;2;40.333333333333336;0.8958990536277602;0.0946372239747634;0.7634069400630915;0.4;1
28025075;infantil_ii_ciclo;2022-2023;0;0;136;39;136;2022-2023;136;45.333333333333336;41;39;39;1.0;0.9044117647058824;0.8602941176470588;0.9512195121951219;1
28025075;primaria;2022-2023;45.333333333333336;45.333333333333336;327;7;327;2024-2025;284;54.5;16;12;57.333333333333336;0.8685015290519877;0.29357798165137616;1.0519877675840978;0.75;1
28028337;infantil_ii_ciclo;2022-2023;0;0;167;49;167;2020-2021;140;55.666666666666664;37;33;33;0.8383233532934131;0.6646706586826348;0.592814371257485;0.8918918918918919;1
28028337;primaria;2022-2023;46.666666666666664;55.666666666666664;386;7;386;2020-2021;352;64.33333333333333;6;2;48.666666666666664;0.9119170984455959;0.09326424870466322;0.7564766839378239;0.3333333333333333;1
28046285;eso;2022-2023;0;0;328;68;328;2024-2025;305;82.0;75;72;72;0.9298780487804879;0.9146341463414634;0.8780487804878049;0.96;1
28035366;infantil_ii_ciclo;2022-2023;0;0;131;29;131;2022-2023;131;43.666666666666664;29;29;29;1.0;0.6641221374045801;0.6641221374045801;1.0;1
28035366;primaria;2022-2023;43.666666666666664;43.666666666666664;295;4;295;2023-2024;288;49.166666666666664;7;4;47.666666666666664;0.976271186440678;0.1423728813559322;0.9694915254237289;0.5714285714285714;1
28043673;infantil_i_ciclo;2022-2023;0;0;108;82;108;2024-2025;75;36.0;119;67;67;0.6944444444444444;3.3055555555555554;1.8611111111111112;0.5630252100840336;1
28043673;infantil_ii_ciclo;2022-2023;0;0;60;4;60;2021-2022;36;20.0;4;4;4;0.6;0.2;0.2;1.0;1
28010746;infantil_ii_ciclo;2022-2023;0;0;221;76;221;2020-2021;216;73.66666666666667;76;69;69;0.9773755656108597;1.0316742081447963;0.9366515837104071;0.9078947368421053;1
28010746;primaria;2022-2023;72.0;73.66666666666667;456;1;456;2020-2021;437;76.0;28;5;77.0;0.9583333333333334;0.3684210526315789;1.013157894736842;0.17857142857142858;1
28002713;infantil_ii_ciclo;2022-2023;0;0;143;53;143;2024-2025;133;47.666666666666664;36;36;36;0.9300699300699301;0.7552447552447553;0.7552447552447553;1.0;1
28069182;infantil_ii_ciclo;2022-2023;0;0;74;26;74;2020-2021;61;24.666666666666668;15;15;15;0.8243243243243243;0.6081081081081081;0.6081081081081081;1.0;1
28069182;primaria;2022-2023;20.333333333333332;24.666666666666668;149;2;149;2020-2021;139;24.833333333333332;5;1;21.333333333333332;0.9328859060402684;0.20134228187919465;0.8590604026845637;0.2;1
28041354;eso;2022-2023;0;0;623;139;623;2023-2024;608;155.75;130;99;99;0.9759229534510433;0.8346709470304976;0.6356340288924559;0.7615384615384615;1
28020557;eso;2022-2023;0;0;291;59;291;2024-2025;268;72.75;52;35;35;0.9209621993127147;0.7147766323024055;0.48109965635738833;0.6730769230769231;1
28070317;infantil_i_ciclo;2022-2023;0;0;68;72;68;2021-2022;60;22.666666666666668;75;70;70;0.8823529411764706;3.3088235294117645;3.0882352941176467;0.9333333333333333;1
28035381;infantil_i_ciclo;2022-2023;0;0;36;34;36;2024-2025;30;12.0;33;32;32;0.8333333333333334;2.75;2.6666666666666665;0.9696969696969697;1
28035381;infantil_ii_ciclo;2022-2023;0;0;68;23;68;2021-2022;49;22.666666666666668;7;6;6;0.7205882352941176;0.30882352941176466;0.2647058823529412;0.8571428571428571;1
28035381;primaria;2022-2023;16.333333333333332;22.666666666666668;224;5;224;2020-2021;189;37.333333333333336;8;6;22.333333333333332;0.84375;0.21428571428571427;0.5982142857142857;0.75;1
28057222;eso;2022-2023;0;0;454;119;454;2020-2021;360;113.5;36;24;24;0.7929515418502202;0.31718061674008813;0.21145374449339208;0.6666666666666666;1
28038823;eso;2022-2023;0;0;436;101;436;2022-2023;436;109.0;119;101;101;1.0;1.091743119266055;0.926605504587156;0.8487394957983193;1
28050434;infantil_ii_ciclo;2022-2023;0;0;111;34;111;2024-2025;88;37.0;36;34;34;0.7927927927927928;0.972972972972973;0.918918918918919;0.9444444444444444;1
28050434;primaria;2022-2023;29.333333333333332;37.0;246;4;246;2020-2021;241;41.0;12;7;36.33333333333333;0.9796747967479674;0.2926829268292683;0.8861788617886178;0.5833333333333334;1
28024319;infantil_i_ciclo;2022-2023;0;0;41;34;41;2024-2025;38;13.666666666666666;35;24;24;0.926829268292683;2.5609756097560976;1.7560975609756098;0.6857142857142857;1
28024319;infantil_ii_ciclo;2022-2023;0;0;68;4;68;2023-2024;68;22.666666666666668;18;17;17;1.0;0.7941176470588235;0.75;0.9444444444444444;1
28024319;primaria;2022-2023;22.666666666666668;22.666666666666668;180;1;180;2020-2021;136;30.0;2;2;24.666666666666668;0.7555555555555555;0.06666666666666667;0.8222222222222223;1.0;1
28058551;infantil_ii_ciclo;2022-2023;0;0;105;28;105;2021-2022;93;35.0;37;36;36;0.8857142857142857;1.0571428571428572;1.0285714285714285;0.972972972972973;1
28058551;primaria;2022-2023;31.0;35.0;278;11;278;2022-2023;278;46.333333333333336;17;11;42.0;1.0;0.3669064748201439;0.9064748201438848;0.6470588235294118;1
28047071;infantil_i_ciclo;2022-2023;0;0;48;49;48;2023-2024;42;16.0;44;42;42;0.875;2.75;2.625;0.9545454545454546;1
28033977;infantil_ii_ciclo;2022-2023;0;0;91;28;91;2024-2025;70;30.333333333333332;26;21;21;0.7692307692307693;0.8571428571428572;0.6923076923076923;0.8076923076923077;1
28033977;primaria;2022-2023;23.333333333333332;30.333333333333332;241;9;241;2020-2021;232;40.166666666666664;9;6;29.333333333333332;0.9626556016597511;0.22406639004149378;0.7302904564315352;0.6666666666666666;1
28033771;infantil_ii_ciclo;2022-2023;0;0;148;40;148;2021-2022;142;49.333333333333336;40;38;38;0.9594594594594594;0.8108108108108107;0.7702702702702703;0.95;1
28033771;primaria;2022-2023;47.333333333333336;49.333333333333336;304;3;304;2023-2024;298;50.666666666666664;4;3;50.333333333333336;0.9802631578947368;0.07894736842105264;0.9934210526315791;0.75;1
28070202;infantil_i_ciclo;2022-2023;0;0;111;112;111;2023-2024;104;37.0;118;107;107;0.9369369369369369;3.189189189189189;2.891891891891892;0.9067796610169492;1
28025415;infantil_ii_ciclo;2022-2023;0;0;117;42;117;2020-2021;113;39.0;33;33;33;0.9658119658119658;0.8461538461538461;0.8461538461538461;1.0;1
28025415;primaria;2022-2023;37.666666666666664;39.0;243;3;243;2024-2025;229;40.5;1;1;38.666666666666664;0.9423868312757202;0.024691358024691357;0.9547325102880658;1.0;1
28025415;eso;2022-2023;0;0;189;0;189;2023-2024;181;47.25;4;4;4;0.9576719576719577;0.08465608465608465;0.08465608465608465;1.0;1
28049419;infantil_ii_ciclo;2022-2023;0;0;148;37;148;2021-2022;134;49.333333333333336;36;32;32;0.9054054054054054;0.7297297297297297;0.6486486486486486;0.8888888888888888;1
28049419;primaria;2022-2023;44.666666666666664;49.333333333333336;296;5;296;2021-2022;288;49.333333333333336;5;1;45.666666666666664;0.972972972972973;0.10135135135135134;0.9256756756756755;0.2;1
28031166;infantil_ii_ciclo;2022-2023;0;0;133;36;133;2020-2021;88;44.333333333333336;15;14;14;0.6616541353383458;0.3383458646616541;0.3157894736842105;0.9333333333333333;1
28031166;primaria;2022-2023;29.333333333333332;44.333333333333336;299;3;299;2021-2022;297;49.833333333333336;3;0;29.333333333333332;0.9933110367892977;0.060200668896321065;0.588628762541806;0.0;1
28033734;infantil_i_ciclo;2022-2023;0;0;39;36;39;2023-2024;32;13.0;27;21;21;0.8205128205128205;2.076923076923077;1.6153846153846154;0.7777777777777778;1
28033734;infantil_ii_ciclo;2022-2023;0;0;65;17;65;2022-2023;65;21.666666666666668;17;17;17;1.0;0.7846153846153846;0.7846153846153846;1.0;1
28033734;primaria;2022-2023;21.666666666666668;21.666666666666668;190;3;190;2020-2021;171;31.666666666666668;14;5;26.666666666666668;0.9;0.4421052631578947;0.8421052631578947;0.35714285714285715;1
28041640;infantil_ii_ciclo;2022-2023;0;0;121;38;121;2021-2022;89;40.333333333333336;21;21;21;0.7355371900826446;0.5206611570247933;0.5206611570247933;1.0;1
28041640;primaria;2022-2023;29.666666666666668;40.333333333333336;285;11;285;2024-2025;273;47.5;16;10;39.66666666666667;0.9578947368421052;0.3368421052631579;0.8350877192982458;0.625;1
28041792;infantil_ii_ciclo;2022-2023;0;0;178;52;178;2021-2022;166;59.333333333333336;47;41;41;0.9325842696629213;0.7921348314606741;0.6910112359550562;0.8723404255319149;1
28041792;primaria;2022-2023;55.333333333333336;59.333333333333336;388;0;388;2020-2021;382;64.66666666666667;19;1;56.333333333333336;0.9845360824742269;0.2938144329896907;0.8711340206185567;0.05263157894736842;1
28044239;infantil_i_ciclo;2022-2023;0;0;123;105;123;2021-2022;119;41.0;139;114;114;0.967479674796748;3.3902439024390243;2.7804878048780486;0.8201438848920863;1
28030848;infantil_i_ciclo;2022-2023;0;0;199;184;199;2024-2025;0;66.33333333333333;0;0;0;0.0;0.0;0.0;0.0;1
28030848;infantil_ii_ciclo;2022-2023;0;0;68;20;68;2020-2021;53;22.666666666666668;11;11;11;0.7794117647058824;0.4852941176470588;0.4852941176470588;1.0;1
28030848;primaria;2022-2023;17.666666666666668;22.666666666666668;152;3;152;2023-2024;146;25.333333333333332;3;2;19.666666666666668;0.9605263157894737;0.11842105263157895;0.7763157894736843;0.6666666666666666;1
28030149;eso;2022-2023;0;0;466;128;466;2024-2025;416;116.5;96;96;96;0.8927038626609443;0.8240343347639485;0.8240343347639485;1.0;1
28077889;eso;2022-2023;0;0;866;250;866;2023-2024;788;216.5;232;217;217;0.9099307159353349;1.071593533487298;1.002309468822171;0.9353448275862069;1
28063945;infantil_ii_ciclo;2022-2023;0;0;230;75;230;2022-2023;230;76.66666666666667;91;75;75;1.0;1.1869565217391305;0.9782608695652173;0.8241758241758241;1
28063945;primaria;2022-2023;76.66666666666667;76.66666666666667;565;0;565;2020-2021;560;94.16666666666667;66;0;76.66666666666667;0.9911504424778761;0.7008849557522123;0.8141592920353983;0.0;1
28067549;infantil_ii_ciclo;2022-2023;0;0;62;16;62;2020-2021;51;20.666666666666668;22;22;22;0.8225806451612904;1.064516129032258;1.064516129032258;1.0;1
28067549;primaria;2022-2023;17.0;20.666666666666668;208;2;208;2020-2021;180;34.666666666666664;10;9;26.0;0.8653846153846154;0.2884615384615385;0.75;0.9;1
28006305;infantil_ii_ciclo;2022-2023;0;0;75;24;75;2021-2022;72;25.0;38;21;21;0.96;1.52;0.84;0.5526315789473685;1
28006305;primaria;2022-2023;24.0;25.0;153;0;153;2024-2025;153;25.5;28;2;26.0;1.0;1.0980392156862746;1.0196078431372548;0.07142857142857142;1
28001277;infantil_ii_ciclo;2022-2023;0;0;75;25;75;2020-2021;69;25.0;27;20;20;0.92;1.08;0.8;0.7407407407407407;1
28001277;primaria;2022-2023;23.0;25.0;241;6;241;2020-2021;197;40.166666666666664;6;2;25.0;0.8174273858921162;0.14937759336099585;0.6224066390041494;0.3333333333333333;1
28043971;infantil_i_ciclo;2022-2023;0;0;116;113;116;2022-2023;116;38.666666666666664;166;113;113;1.0;4.293103448275862;2.9224137931034484;0.6807228915662651;1
28079436;infantil_ii_ciclo;2022-2023;0;0;107;12;107;2021-2022;89;35.666666666666664;21;19;19;0.8317757009345794;0.588785046728972;0.5327102803738318;0.9047619047619048;1
28079436;primaria;2022-2023;29.666666666666668;35.666666666666664;234;1;234;2023-2024;223;39.0;5;2;31.666666666666668;0.9529914529914529;0.1282051282051282;0.811965811965812;0.4;1
28063787;infantil_ii_ciclo;2022-2023;0;0;224;60;224;2020-2021;149;74.66666666666667;47;47;47;0.6651785714285714;0.6294642857142857;0.6294642857142857;1.0;1
28063787;primaria;2022-2023;49.666666666666664;74.66666666666667;475;9;475;2020-2021;428;79.16666666666667;5;4;53.666666666666664;0.9010526315789473;0.06315789473684211;0.6778947368421052;0.8;1
28033655;infantil_ii_ciclo;2022-2023;0;0;160;51;160;2020-2021;142;53.333333333333336;58;38;38;0.8875;1.0875;0.7125;0.6551724137931034;1
28033655;primaria;2022-2023;47.333333333333336;53.333333333333336;324;4;324;2024-2025;323;54.0;26;3;50.333333333333336;0.9969135802469136;0.48148148148148145;0.9320987654320988;0.11538461538461539;1
28077865;infantil_ii_ciclo;2022-2023;0;0;382;143;382;2023-2024;354;127.33333333333333;135;119;119;0.9267015706806283;1.0602094240837696;0.9345549738219896;0.8814814814814815;1
28077865;primaria;2022-2023;118.0;127.33333333333333;573;14;573;2024-2025;489;95.5;24;3;121.0;0.8534031413612565;0.2513089005235602;1.2670157068062826;0.125;1
28077865;eso;2022-2023;0;0;50;0;50;2024-2025;0;12.5;0;0;0;0.0;0.0;0.0;0.0;1
28028805;infantil_ii_ciclo;2022-2023;0;0;129;36;129;2020-2021;119;43.0;28;27;27;0.9224806201550387;0.6511627906976745;0.627906976744186;0.9642857142857143;1
28028805;primaria;2022-2023;39.666666666666664;43.0;289;4;289;2020-2021;287;48.166666666666664;6;4;43.666666666666664;0.9930795847750865;0.12456747404844291;0.9065743944636678;0.6666666666666666;1
28010679;infantil_ii_ciclo;2022-2023;0;0;53;19;53;2020-2021;51;17.666666666666668;19;19;19;0.9622641509433962;1.0754716981132075;1.0754716981132075;1.0;1
28010679;primaria;2022-2023;17.0;17.666666666666668;138;1;138;2020-2021;122;23.0;6;4;21.0;0.8840579710144928;0.2608695652173913;0.9130434782608695;0.6666666666666666;1
28046121;infantil_i_ciclo;2022-2023;0;0;65;60;65;2022-2023;65;21.666666666666668;68;60;60;1.0;3.1384615384615384;2.769230769230769;0.8823529411764706;1
28047496;infantil_i_ciclo;2022-2023;0;0;115;112;115;2021-2022;112;38.333333333333336;146;97;97;0.9739130434782609;3.808695652173913;2.5304347826086957;0.6643835616438356;1
28058202;infantil_i_ciclo;2022-2023;0;0;116;121;116;2021-2022;114;38.666666666666664;147;117;117;0.9827586206896551;3.8017241379310347;3.0258620689655173;0.7959183673469388;1
28057842;infantil_i_ciclo;2022-2023;0;0;84;90;84;2024-2025;65;28.0;71;68;68;0.7738095238095238;2.5357142857142856;2.4285714285714284;0.9577464788732394;1
28024642;eso;2022-2023;0;0;665;145;665;2024-2025;518;166.25;140;118;118;0.7789473684210526;0.8421052631578947;0.7097744360902256;0.8428571428571429;1
28075546;infantil_ii_ciclo;2022-2023;0;0;198;71;198;2021-2022;186;66.0;75;58;58;0.9393939393939394;1.1363636363636365;0.8787878787878788;0.7733333333333333;1
28075546;primaria;2022-2023;62.0;66.0;454;5;454;2024-2025;318;75.66666666666667;30;4;66.0;0.7004405286343612;0.3964757709251101;0.8722466960352422;0.13333333333333333;1
28063799;infantil_ii_ciclo;2022-2023;0;0;223;58;223;2022-2023;223;74.33333333333333;60;58;58;1.0;0.8071748878923767;0.7802690582959642;0.9666666666666667;1
28063799;primaria;2022-2023;74.33333333333333;74.33333333333333;563;12;563;2020-2021;476;93.83333333333333;30;16;90.33333333333333;0.8454706927175843;0.3197158081705151;0.9626998223801065;0.5333333333333333;1
28063799;eso;2022-2023;0;0;330;2;330;2024-2025;290;82.5;17;13;13;0.8787878787878788;0.20606060606060606;0.15757575757575756;0.7647058823529411;1
28067896;infantil_i_ciclo;2022-2023;0;0;184;182;184;2023-2024;179;61.333333333333336;333;179;179;0.9728260869565217;5.429347826086956;2.918478260869565;0.5375375375375375;1
28044719;eso;2022-2023;0;0;531;122;531;2023-2024;519;132.75;143;113;113;0.9774011299435028;1.0772128060263653;0.8512241054613936;0.7902097902097902;1
