id_municipality,id_education,id_municipality_original
28046,28065644,28046
28112,28047174,28076
28112,28047241,28120
28112,28047174,28076
28112,28047241,28120
28112,28042863,28076
28112,28024034,28120
28112,28042863,28076
28112,28024034,28120
28112,28022891,28085
28051,28047101,28051
28051,28056345,28051
28051,28047101,28051
28051,28067744,28051
28051,28067744,28051
28051,28067744,28051
28023,28056230,28090
28023,28057738,28018
28023,28047940,28090
28023,28001873,28023
28023,28001873,28023
28023,28078614,28023
28023,28078614,28023
28023,28078626,28023
28023,28078626,28023
28023,28001873,28023
28023,28001873,28023
28023,28078614,28023
28023,28078614,28023
28023,28078626,28023
28023,28078626,28023
28023,28022207,28090
28023,28001812,28018
28138,28056175,28027
28138,28047058,28027
28138,28048750,28182
28138,28047058,28027
28138,28048750,28182
28138,28001952,28027
28138,28001952,28027
28138,28001952,28027
28101,28067690,28101
28101,28067690,28101
28101,28023388,28100
28101,28023388,28100
28177,28056229,28160
28177,28068220,28026
28177,28048181,28160
28177,28025580,28177
28177,28058597,28177
28177,28063994,28177
28177,28064101,28177
28177,28025580,28177
28177,28058597,28177
28177,28063994,28177
28177,28050562,28177
28173,28047307,28173
28173,28047307,28173
28173,28002865,28060
28173,28025658,28180
28173,28045049,28180
28126,28047204,28088
28126,28047204,28088
28126,28001952,28027
28126,28001952,28027
28100,28047228,28100
28100,28023388,28100
28100,28047228,28100
28100,28023388,28100
28100,28023388,28100
28149,28060671,28150
28149,28025075,28149
28149,28068372,28149
28149,28073896,28149
28149,28025075,28149
28149,28073896,28149
28149,28058688,28149
28001,28047204,28088
28001,28048750,28182
28001,28047204,28088
28001,28048750,28182
28001,28001952,28027
28001,28001952,28027
28003,28047174,28076
28003,28047241,28120
28003,28047174,28076
28003,28047241,28120
28003,28042863,28076
28003,28024034,28120
28003,28042863,28076
28003,28024034,28120
28003,28022891,28085
28011,28073136,28011
28011,28073136,28011
28011,28044422,28102
28011,28023388,28100
28011,28023388,28100
28094,28048713,28094
28094,28048713,28094
28094,28003420,28067
28094,28067537,28029
28094,28001991,28028
28094,28073872,28169
28094,28064044,28067
28094,28073872,28169
28056,28050689,28056
28056,28050689,28056
28056,28060361,28056
28056,28060361,28056
28056,28059279,28125
28028,28047061,28028
28028,28001991,28028
28028,28047061,28028
28028,28001991,28028
28028,28041381,28030
28028,28041381,28030
28028,28064044,28067
28028,28073872,28169
28028,28022891,28085
28017,28047265,28140
28017,28061717,28015
28017,28058809,28004
28017,28058809,28004
28017,28071206,28017
28017,28071206,28017
28017,28050525,28015
28155,28047290,28155
28155,28044823,28155
28155,28047290,28155
28155,28044823,28155
28155,28025658,28180
28155,28045049,28180
28036,28047095,28036
28036,28059450,28036
28036,28002099,28036
28036,28047095,28036
28036,28059450,28036
28036,28066314,28036
28036,28002099,28036
28036,28058688,28149
28036,28075509,28050
28060,28047125,28060
28060,28002865,28060
28060,28047125,28060
28060,28002865,28060
28060,28025658,28180
28060,28045049,28180
28168,28058913,28168
28168,28058913,28168
28168,28058913,28168
28168,28058913,28168
28168,28077841,28168
28168,28077841,28168
28168,28077841,28168
28168,28077841,28168
28168,28071310,28086
28168,28071310,28086
28146,28048099,28146
28146,28062680,28146
28146,28024836,28146
28146,28048099,28146
28146,28024836,28146
28146,28025415,28165
28175,28057544,28175
28175,28058861,28175
28175,28057544,28175
28175,28067768,28175
28175,28067768,28175
28175,28067768,28175
28069,28047204,28088
28069,28047204,28088
28069,28001952,28027
28069,28001952,28027
28110,28047231,28110
28110,28023637,28110
28110,28047231,28110
28110,28023637,28110
28110,28001769,28014
28110,28039724,28014
28110,28025658,28180
28110,28046297,28091
28110,28045049,28180
28110,28025415,28165
28120,28047241,28120
28120,28024034,28120
28120,28047241,28120
28120,28024034,28120
28120,28022891,28085
28125,28047253,28125
28125,28058871,28125
28125,28024071,28125
28125,28047253,28125
28125,28024071,28125
28125,28059279,28125
28140,28047265,28140
28140,28047265,28140
28140,28058573,28140
28140,28058573,28140
28140,28046315,28066
28140,28075509,28050
28107,28048002,28107
28107,28044771,28107
28107,28048002,28107
28107,28044771,28107
28107,28025129,28151
28128,28071671,28128
28128,28050409,28128
28128,28071671,28128
28128,28050409,28128
28128,28002026,28031
28128,28002105,28037
28150,28060671,28150
28150,28025087,28150
28150,28060671,28150
28150,28025087,28150
28150,28058688,28149
28153,28047289,28153
28153,28056205,28153
28153,28047289,28153
28153,28025130,28151
28153,28025129,28151
28097,28056175,28027
28097,28047058,28027
28097,28048750,28182
28097,28047058,28027
28097,28048750,28182
28097,28001952,28027
28097,28001952,28027
28097,28001952,28027
28133,28048063,28133
28133,28056357,28133
28133,28024502,28133
28133,28048063,28133
28133,28065334,28133
28133,28067598,28133
28133,28024502,28133
28133,28067598,28133
28133,28045645,28133
28089,28056321,28015
28089,28022980,28089
28089,28022980,28089
28089,28065632,28089
28152,28058214,28047
28152,28025178,28152
28152,28025181,28152
28152,28043818,28152
28152,28057076,28152
28152,28059462,28152
28152,28025178,28152
28152,28025181,28152
28152,28057076,28152
28152,28037089,28152
28152,28057076,28152
28048,28071036,28048
28048,28071036,28048
28048,28025506,28172
28048,28039682,28005
28048,28000467,28005
28048,28000364,28005
28048,28060397,28172
28048,28045773,28154
28048,28023388,28100
28086,28067719,28108
28086,28022943,28086
28086,28022943,28086
28086,28057726,28086
28086,28057726,28086
28086,28064056,28086
28086,28064056,28086
28086,28022943,28086
28086,28022943,28086
28086,28064056,28086
28086,28064056,28086
28086,28071310,28086
28086,28071310,28086
28084,28056308,28130
28084,28048701,28075
28084,28049109,28130
28084,28067288,28130
28084,28022888,28084
28084,28029691,28084
28084,28033886,28084
28084,28038392,28084
28084,28039955,28084
28084,28043892,28084
28084,28048658,28084
28084,28022888,28084
28084,28029691,28084
28084,28033886,28084
28084,28038392,28084
28084,28039955,28084
28084,28041445,28084
28084,28045025,28084
28121,28048725,28121
28121,28048725,28121
28121,28067537,28029
28121,28073872,28169
28121,28073872,28169
28012,28073112,28012
28012,28073112,28012
28012,28080980,28012
28012,28080980,28012
28012,28039682,28005
28012,28000467,28005
28012,28035305,28005
28012,28000522,28005
28012,28028301,28005
28012,28046091,28005
28012,28039670,28005
28012,28000364,28005
28012,28044744,28005
28012,28060397,28172
28012,28058615,28005
28012,28042000,28005
28012,28060373,28005
28012,28030903,28005
28141,28048075,28141
28141,28024794,28141
28141,28048075,28141
28141,28057040,28141
28141,28070342,28141
28141,28024794,28141
28141,28057040,28141
28141,28050550,28141
28135,28067264,28159
28135,28067264,28159
28135,28044847,28183
28135,28024071,28125
28135,28059279,28125
28020,28066272,28039
28020,28066272,28039
28020,28044781,28901
28020,28044781,28901
28020,28001952,28027
28020,28001952,28027
28073,28056321,28015
28073,28003493,28073
28073,28035482,28073
28073,28039104,28073
28073,28048646,28073
28073,28062114,28073
28073,28064299,28073
28073,28003493,28073
28073,28035482,28073
28073,28039104,28073
28073,28062114,28073
28073,28045803,28073
28073,28069391,28073
28901,28047186,28901
28901,28047186,28901
28901,28056217,28901
28901,28056217,28901
28901,28044781,28901
28901,28044781,28901
28901,28047186,28901
28901,28047186,28901
28901,28044781,28901
28901,28044781,28901
28901,28041381,28030
28901,28041381,28030
28061,28058214,28047
28061,28002877,28061
28061,28002890,28061
28061,28037995,28061
28061,28045165,28061
28061,28047605,28061
28061,28072338,28061
28061,28002877,28061
28061,28002890,28061
28061,28037995,28061
28061,28045165,28061
28061,28042620,28061
28061,28046352,28061
28037,28047794,28037
28037,28002105,28037
28037,28047794,28037
28037,28002105,28037
28037,28002105,28037
28109,28048026,28109
28109,28048026,28109
28109,28063817,28109
28109,28063817,28109
28109,28045645,28133
28041,28047824,28053
28041,28047757,28009
28041,28002211,28041
28041,28058147,28041
28041,28002211,28041
28041,28002211,28041
28143,28047204,28088
28143,28047204,28088
28143,28001952,28027
28143,28001952,28027
28039,28066272,28039
28039,28066272,28039
28039,28044781,28901
28039,28044781,28901
28039,28002014,28030
28039,28002014,28030
28039,28041381,28030
28039,28041381,28030
28095,28047216,28095
28095,28047216,28095
28095,28062333,28095
28095,28062333,28095
28095,28045839,28160
